uf,ano,estupro,estupro_vulneravel,estupro_feminino,estupro_vulneravel_feminino,estupro_masculino,estupro_vulneravel_masculino,estupro_nao_informado,estupro_vulneravel_nao_informado,inse,quantidade_alunos_inse,percentual_nivel_1,percentual_nivel_2,percentual_nivel_3,percentual_nivel_4,percentual_nivel_5,percentual_nivel_6,percentual_nivel_7,percentual_nivel_8,populacao,taxa_estupro_por_100k,taxa_estupro_vulneravel_por_100k,cluster_id,perfil,fonte_crime,cobertura_inse,renda_per_capita,taxa_desemprego,gini,area_km2,densidade_demografica
SC,2018,3259,1759,2784.0,1517.0,457.0,229.0,18.0,13.0,,,,,,,,,,,7075494.0,46.06038815098988,24.86045497317925,,,SINESP,nao,2189.0,6.45,0.418,95736.1,73.90622764035719
SC,2019,4381,3078,3783.0,2639.0,592.0,436.0,6.0,3.0,5.59,181384.0,0.08,2.19,6.14,13.77,23.1,25.27,25.45,4.0,7164788.0,61.1462614106656,42.96009874960711,0.0,Risco observado mais alto,SINESP,sim,2243.0,6.17,0.422,95736.1,74.8389374541056
SC,2020,1158,2712,1059.0,2332.0,99.0,380.0,0.0,0.0,,,,,,,,,,,7252502.0,15.966903559626736,37.39399175622427,,,SINESP,nao,,5.8,0.412,95736.1,75.75514356653342
SC,2021,1535,2858,1402.0,2489.0,133.0,369.0,0.0,0.0,5.63,167174.0,0.09,1.78,5.42,13.15,23.1,25.22,25.96,5.28,7338473.0,20.91715810632539,38.94543183575112,0.0,Risco observado mais alto,SINESP,sim,2074.0,,0.425,95736.1,76.65314338060564
SC,2022,1574,3303,1436.0,2860.0,138.0,440.0,0.0,3.0,,,,,,,,,,,7610361.0,20.68233031258307,43.401357701691154,,,SINESP,nao,2279.0,3.7,0.419,95736.1,79.49311701646505
SC,2023,1544,3588,1402.0,3080.0,140.0,504.0,2.0,4.0,,,,,,,,,,,7610361.0,20.288130878416936,47.14625232626941,,,SINESP,nao,2369.0,3.55,0.418,95736.1,79.49311701646505
SC,2024,1587,3366,1411.0,2847.0,173.0,517.0,3.0,2.0,,,,,,,,,,,8058441.0,19.69363553074348,41.769865908306585,,,SINESP,nao,2535.0,3.15,0.43,95736.1,84.17348314794523
SC,2025,1180,2605,1066.0,2161.0,111.0,440.0,3.0,4.0,,,,,,,,,,,8187029.0,14.413042875504654,31.81862431414375,,,SINESP,nao,,2.42,0.425,95736.1,85.51663374630886
SC,2026,332,709,292.0,580.0,40.0,128.0,0.0,1.0,,,,,,,,,,,,,,,,SINESP,nao,,,,95736.1,
SE,2016,163,378,0.0,0.0,0.0,0.0,163.0,378.0,,,,,,,,,,,2265779.0,7.193993765499636,16.683003946986886,,,SINESP,nao,1213.0,,0.566,21938.188,103.28013416604873
SE,2017,173,395,0.0,0.0,0.0,0.0,173.0,395.0,,,,,,,,,,,2288116.0,7.560805483638068,17.263110786341255,,,SINESP,nao,1157.0,,0.55,21938.188,104.29831306031292
SE,2018,119,331,18.0,0.0,2.0,0.0,99.0,331.0,,,,,,,,,,,2278308.0,5.223174390819854,14.52832540639808,,,SINESP,nao,1199.0,16.82,0.576,21938.188,103.85123876228977
SE,2019,176,619,151.0,518.0,22.0,85.0,3.0,16.0,4.56,58659.0,3.86,26.56,19.55,18.14,14.16,9.56,7.09,1.07,2298696.0,7.65651482405677,26.92831065960875,1.0,Risco observado mais baixo,SINESP,sim,1237.0,15.25,0.58,21938.188,104.78057713791131
SE,2020,157,514,143.0,423.0,14.0,68.0,0.0,23.0,,,,,,,,,,,2318822.0,6.770679250067492,22.166427608501213,,,SINESP,nao,,15.9,0.522,21938.188,105.69797286813296
SE,2021,175,719,142.0,561.0,21.0,72.0,12.0,86.0,4.59,58633.0,3.38,21.78,21.34,21.11,17.04,9.35,5.45,0.55,2338474.0,7.483512752333359,30.74654667958677,1.0,Risco observado mais baixo,SINESP,sim,1200.0,,0.566,21938.188,106.59376243835636
SE,2022,195,789,174.0,648.0,16.0,96.0,5.0,45.0,,,,,,,,,,,2210004.0,8.82351344160463,35.70129284833874,,,SINESP,nao,1281.0,12.37,0.526,21938.188,100.73776375697027
SE,2023,236,899,224.0,733.0,9.0,119.0,3.0,47.0,,,,,,,,,,,2210004.0,10.678713703685604,40.67865940514135,,,SINESP,nao,1270.0,10.88,0.503,21938.188,100.73776375697027
SE,2024,248,926,223.0,746.0,21.0,119.0,4.0,61.0,,,,,,,,,,,2291077.0,10.82460345069153,40.41767256185628,,,SINESP,nao,1480.0,9.0,0.498,21938.188,104.43328318637802
SE,2025,263,849,246.0,670.0,9.0,115.0,8.0,64.0,,,,,,,,,,,2299425.0,11.437642019200451,36.92227404677256,,,SINESP,nao,,8.15,0.532,21938.188,104.81380686499725
SE,2026,58,177,53.0,139.0,5.0,28.0,0.0,10.0,,,,,,,,,,,,,,,,SINESP,nao,,,,21938.188,
SP,2016,9901,2957,7961.0,2315.0,1812.0,642.0,128.0,0.0,,,,,,,,,,,44749699.0,22.125288485180647,6.6078656752529215,,,SINESP,nao,2392.0,,0.525,248219.485,180.28278078169407
SP,2017,3825,9428,3489.0,7382.0,332.0,2035.0,4.0,11.0,,,,,,,,,,,45094866.0,8.482118563119801,20.90703629100484,,,SINESP,nao,2399.0,,0.526,248219.485,181.67335251702744
SP,2018,3596,9923,3314.0,8134.0,280.0,1781.0,2.0,8.0,,,,,,,,,,,45538936.0,7.896539348218412,21.790144591871886,,,SINESP,nao,2496.0,13.45,0.539,248219.485,183.46237403562418
SP,2019,3447,10676,3191.0,8820.0,255.0,1849.0,1.0,7.0,5.42,1176914.0,0.22,4.23,9.62,17.87,22.98,20.77,19.79,4.52,45919049.0,7.506688564042343,23.249610417672194,0.0,Risco observado mais alto,SINESP,sim,2511.0,12.57,0.527,248219.485,184.9937324622199
SP,2020,2932,9697,2670.0,8090.0,259.0,1599.0,3.0,8.0,,,,,,,,,,,46289333.0,6.33407269013792,20.9486708309234,,,SINESP,nao,,12.3,0.522,248219.485,186.48549286934505
SP,2021,2706,9802,2486.0,8333.0,218.0,1461.0,2.0,8.0,5.46,1068518.0,0.24,3.32,8.49,17.49,23.06,21.79,21.26,4.35,46649132.0,5.800751019333007,21.012180891168565,0.0,Risco observado mais alto,SINESP,sim,2172.0,,0.532,248219.485,187.93501243466042
SP,2022,3176,11274,2873.0,9588.0,276.0,1617.0,27.0,69.0,,,,,,,,,,,44411238.0,7.151343090233152,25.38546662446113,,,SINESP,nao,2453.0,8.53,0.499,248219.485,178.9192254588716
SP,2023,3430,12123,3227.0,10310.0,203.0,1789.0,0.0,24.0,,,,,,,,,,,44411238.0,7.723270402865149,27.297144925345247,,,SINESP,nao,2592.0,7.6,0.503,248219.485,178.9192254588716
SP,2024,3537,12452,3306.0,10484.0,231.0,1949.0,0.0,19.0,,,,,,,,,,,45973194.0,7.693613804601003,27.085348910062677,,,SINESP,nao,2719.0,6.45,0.489,248219.485,185.2118660225244
SP,2025,3491,12239,3233.0,10212.0,256.0,2014.0,2.0,13.0,,,,,,,,,,,46081801.0,7.575658772537992,26.55929181240117,,,SINESP,nao,,5.33,0.491,248219.485,185.64941023868454
SP,2026,599,1972,564.0,1645.0,35.0,324.0,0.0,3.0,,,,,,,,,,,,,,,,SINESP,nao,,,,248219.485,
TO,2016,365,0,281.0,0.0,84.0,0.0,0.0,0.0,,,,,,,,,,,1532902.0,23.81104597684653,0.0,,,SINESP,nao,1244.0,,0.49,277423.625,5.525491925930965
TO,2017,408,0,349.0,0.0,58.0,0.0,1.0,0.0,,,,,,,,,,,1550194.0,26.31928648930392,0.0,,,SINESP,nao,1329.0,,0.496,277423.625,5.587822594416751
TO,2018,761,0,670.0,0.0,79.0,0.0,12.0,0.0,,,,,,,,,,,1555229.0,48.93170073346112,0.0,,,SINESP,nao,1359.0,10.72,0.53,277423.625,5.605971733661832
TO,2019,879,0,766.0,0.0,91.0,0.0,22.0,0.0,4.69,55095.0,1.97,21.88,20.38,20.7,16.31,10.06,7.4,1.3,1572866.0,55.88524387964392,0.0,2.0,Padrao atipico (inconsistencia de notificacao),SINESP,sim,1339.0,10.97,0.531,277423.625,5.669545987656964
TO,2020,166,780,154.0,692.0,12.0,72.0,0.0,16.0,,,,,,,,,,,1590248.0,10.438623409682013,49.048953370795,,,SINESP,nao,,11.5,0.486,277423.625,5.7322010697538825
TO,2021,188,855,181.0,744.0,5.0,88.0,2.0,23.0,4.82,46519.0,1.45,15.47,19.75,23.34,19.03,11.35,7.96,1.67,1607363.0,11.69617566162715,53.192713780272406,0.0,Risco observado mais alto,SINESP,sim,1313.0,,0.515,277423.625,5.793893724804439
TO,2022,190,911,177.0,794.0,11.0,97.0,2.0,20.0,,,,,,,,,,,1511460.0,12.5706270758075,60.27284876874016,,,SINESP,nao,1598.0,5.43,0.507,277423.625,5.448202185376245
TO,2023,838,838,743.0,725.0,78.0,84.0,17.0,29.0,,,,,,,,,,,1511460.0,55.443081523824645,55.443081523824645,,,SINESP,nao,1656.0,6.12,0.478,277423.625,5.448202185376245
TO,2024,241,889,212.0,769.0,22.0,97.0,7.0,23.0,,,,,,,,,,,1577342.0,15.278867867589906,56.36063707173207,,,SINESP,nao,1795.0,5.15,0.477,277423.625,5.685680157917337
TO,2025,173,690,166.0,589.0,6.0,70.0,1.0,31.0,,,,,,,,,,,1586859.0,10.90203981576183,43.482124120668566,,,SINESP,nao,,4.88,0.472,277423.625,5.719985094996867
TO,2026,47,140,41.0,126.0,3.0,11.0,3.0,3.0,,,,,,,,,,,,,,,,SINESP,nao,,,,277423.625,
