uf;ano;estupro;estupro_vulneravel;populacao;taxa_estupro_por_100k;taxa_estupro_vulneravel_por_100k;cobertura_inse;fonte_crime;estupro_feminino;estupro_masculino;estupro_nao_informado;estupro_vulneravel_feminino;estupro_vulneravel_masculino;estupro_vulneravel_nao_informado;renda_per_capita;taxa_desemprego;gini;area_km2;densidade_demografica
PE;2024;786;2006;9539029,0;8,239832377068987;21,02939408193433;0;SINESP;735,0;44,0;7,0;1721,0;257,0;28,0;1448,0;11,22;0,53;98064,415;97,27309340498284
PE;2025;698;1733;9562007,0;7,299722746490356;18,123810200097115;0;SINESP;630,0;63,0;5,0;1451,0;247,0;35,0;;10,2;0,52;98064,415;97,50740877819952
PE;2026;139;411;;;;0;SINESP;133,0;6,0;0,0;326,0;78,0;7,0;;;;98064,415;
PI;2016;189;572;3212180,0;5,883854578510544;17,80722126406366;0;SINESP;171,0;17,0;1,0;492,0;78,0;2,0;1061,0;;0,528;251755,499;12,759125471972313
PI;2017;220;717;3219257,0;6,833875021472346;22,272219956343964;0;SINESP;196,0;20,0;4,0;619,0;95,0;3,0;1042,0;;0,53;251755,499;12,7872360793994
PI;2018;230;706;3264531,0;7,045422451188241;21,62638369799521;0;SINESP;218,0;11,0;1,0;618,0;82,0;6,0;1100,0;12,93;0,53;251755,499;12,967069291304735
PI;2019;264;767;3273227,0;8,065435119531887;23,43253309348848;1;SINESP;243,0;18,0;3,0;654,0;95,0;18,0;1062,0;13,03;0,538;251755,499;13,00161074138047
PI;2020;198;709;3281480,0;6,033862769238271;21,606104562575425;0;SINESP;185,0;11,0;2,0;618,0;78,0;13,0;;14,2;0,474;251755,499;13,034392547667846
PI;2021;209;942;3289290,0;6,3539548048363015;28,63839916820956;1;SINESP;186,0;22,0;1,0;828,0;99,0;15,0;1116,0;;0,515;251755,499;13,065414710166866
PI;2022;281;1056;3271199,0;8,590122459685272;32,281741343158885;0;SINESP;259,0;20,0;2,0;933,0;104,0;19,0;1320,0;9,4;0,518;251755,499;12,993555306611198
PI;2023;306;1157;3271199,0;9,354368230119904;35,3692942557148;0;SINESP;297,0;8,0;1,0;1012,0;113,0;32,0;1341,0;10,32;0,549;251755,499;12,993555306611198
PI;2024;252;1146;3375646,0;7,465237764860415;33,94905745448427;0;SINESP;229,0;17,0;6,0;975,0;132,0;39,0;1427,0;8,28;0,493;251755,499;13,408430057768072
PI;2025;283;1223;3384547,0;8,361532577328665;36,13482099672423;0;SINESP;253,0;19,0;11,0;1027,0;138,0;58,0;;8,55;0,508;251755,499;13,443785789958056
PI;2026;58;185;;;;0;SINESP;54,0;3,0;1,0;159,0;19,0;7,0;;;;251755,499;
PR;2016;1217;3724;11242720,0;10,824782614883231;33,12365690864844;0;SINESP;1086,0;131,0;0,0;3105,0;619,0;0,0;1997,0;;0,476;199293,571;56,41285839571815
PR;2017;1448;4129;11320892,0;12,790511560396478;36,4723910448046;0;SINESP;1297,0;151,0;0,0;3529,0;600,0;0,0;2052,0;;0,48;199293,571;56,80510386358625
PR;2018;1467;5452;11348937,0;12,926320764667212;48,039741519403975;0;SINESP;1324,0;143,0;0,0;4570,0;881,0;1,0;2112,0;8,85;0,491;199293,571;56,945825914273975
PR;2019;1516;5685;11433957,0;13,25875197886436;49,72031992074135;1;SINESP;1365,0;151,0;0,0;4779,0;902,0;4,0;2137,0;8,65;0,476;199293,571;57,37243275148098
PR;2020;1338;4953;11516840,0;11,617770152229255;43,00658861284867;0;SINESP;1215,0;121,0;2,0;4188,0;764,0;1,0;;8,0;0,46;199293,571;57,78831671393956
PR;2021;1450;5111;11597484,0;12,502711795075552;44,06990343767665;1;SINESP;1322,0;127,0;1,0;4394,0;714,0;3,0;1914,0;;0,475;199293,571;58,19296599387042
PR;2022;1619;5566;11444380,0;14,146681602673103;48,63522532456979;0;SINESP;1477,0;140,0;2,0;4884,0;681,0;1,0;2082,0;5,53;0,468;199293,571;57,424732481711615
PR;2023;1751;6220;11444380,0;15,300086155824957;54,349820610640336;0;SINESP;1610,0;141,0;0,0;5350,0;869,0;1,0;2150,0;4,9;0,461;199293,571;57,424732481711615
PR;2024;1925;6249;11824665,0;16,27953096345647;52,84716311202051;0;SINESP;1753,0;170,0;2,0;5313,0;934,0;2,0;2391,0;4,1;0,473;199293,571;59,332897396875886
PR;2025;1512;5342;11890517,0;12,716015628252327;44,92655786119308;0;SINESP;1376,0;135,0;1,0;4467,0;858,0;17,0;;3,62;0,47;199293,571;59,66332451336326
PR;2026;400;1174;;;;0;SINESP;372,0;28,0;0,0;976,0;197,0;1,0;;;;199293,571;
RJ;2016;4705;0;16635996,0;28,282045751874428;0,0;0;SINESP;4013,0;609,0;83,0;0,0;0,0;0,0;1911,0;;0,526;43750,424;380,2476519998983
RJ;2017;4952;0;16718956,0;29,61907430105085;0,0;0;SINESP;4173,0;701,0;78,0;0,0;0,0;0,0;1981,0;;0,519;43750,424;382,1438621943413
RJ;2018;5310;0;17159960,0;30,94412807489062;0,0;0;SINESP;4543,0;700,0;67,0;0,0;0,0;0,0;2153,0;15,05;0,544;43750,424;392,2238559333734
RJ;2019;5450;0;17264943,0;31,566857764893868;0,0;1;SINESP;4687,0;696,0;67,0;0,0;0,0;0,0;2322,0;14,75;0,553;43750,424;394,6234441065074
RJ;2020;4746;0;17366189,0;27,328966648929136;0,0;0;SINESP;4086,0;599,0;61,0;0,0;0,0;0,0;;14,7;0,549;43750,424;396,9376159645904
RJ;2021;5110;0;17463349,0;29,261283159375672;0,0;1;SINESP;4429,0;627,0;54,0;0,0;0,0;0,0;2096,0;;0,566;43750,424;399,1583944420744
RJ;2022;5627;0;16055174,0;35,047891726368086;0,0;0;SINESP;4907,0;651,0;69,0;0,0;0,0;0,0;2293,0;12,1;0,54;43750,424;366,9718492328212
RJ;2023;5528;0;16055174,0;34,4312680759486;0,0;0;SINESP;4759,0;691,0;78,0;0,0;0,0;0,0;2348,0;11,0;0,539;43750,424;366,9718492328212
RJ;2024;5819;0;17219679,0;33,792732140941766;0,0;0;SINESP;5013,0;724,0;82,0;0,0;0,0;0,0;2399,0;9,2;0,522;43750,424;393,5888484189319
RJ;2025;5867;0;17223547,0;34,06383133509026;0,0;0;SINESP;5068,0;706,0;93,0;0,0;0,0;0,0;;7,95;0,543;43750,424;393,6772589906786
RJ;2026;964;0;;;;0;SINESP;816,0;129,0;19,0;0,0;0,0;0,0;;;;43750,424;
RN;2016;165;163;3474998,0;4,7482041716283;4,690650181669169;0;SINESP;146,0;10,0;9,0;134,0;22,0;7,0;1291,0;;0,542;52809,6;65,80239198933528
RN;2017;127;133;3507003,0;3,621325673231531;3,792411925510186;0;SINESP;54,0;1,0;72,0;61,0;4,0;68,0;1199,0;;0,523;52809,6;66,40843710234503
RN;2018;200;234;3479010,0;5,748761860414313;6,7260513766847465;0;SINESP;164,0;7,0;29,0;174,0;32,0;28,0;1259,0;13,72;0,54;52809,6;65,87836302490456
RN;2019;215;344;3506853,0;6,130852932814692;9,809364692503506;1;SINESP;184,0;20,0;11,0;274,0;62,0;8,0;1425,0;13,35;0,555;52809,6;66,40559670968915
RN;2020;216;493;3534165,0;6,11176897513274;13,949546781205743;0;SINESP;204,0;9,0;3,0;421,0;68,0;4,0;;15,7;0,513;52809,6;66,92277540447192
RN;2021;190;593;3560903,0;5,33572523598649;16,653079289157834;1;SINESP;176,0;11,0;3,0;496,0;86,0;11,0;1240,0;;0,588;52809,6;67,42908486335818
RN;2022;254;750;3302729,0;7,69060979571742;22,708493491291595;0;SINESP;237,0;15,0;2,0;644,0;98,0;8,0;1359,0;10,83;0,523;52809,6;62,54031463976247
RN;2023;298;1070;3302729,0;9,022841413873191;32,39745071424268;0;SINESP;280,0;14,0;4,0;877,0;157,0;36,0;1469,0;10,3;0,53;52809,6;62,54031463976247
RN;2024;294;982;3446071,0;8,531455097704022;28,496220768521603;0;SINESP;273,0;19,0;2,0;828,0;123,0;31,0;1542,0;9,15;0,522;52809,6;65,2546317336242
RN;2025;356;991;3455236,0;10,30320360172214;28,681108902546743;0;SINESP;322,0;25,0;9,0;821,0;129,0;41,0;;7,9;0,54;52809,6;65,4281797248985
RN;2026;88;121;;;;0;SINESP;50,0;38,0;0,0;86,0;34,0;1,0;;;;52809,6;
RO;2016;643;0;1787279,0;35,976475972693684;0,0;0;SINESP;551,0;91,0;1,0;0,0;0,0;0,0;1272,0;;0,465;237753,439;7,517363397633125
RO;2017;958;0;1805788,0;53,05163175300756;0,0;0;SINESP;857,0;99,0;2,0;0,0;0,0;0,0;1344,0;;0,447;237753,439;7,595212955047939
RO;2018;1203;0;1757589,0;68,44603601865965;0,0;0;SINESP;1060,0;142,0;1,0;0,0;0,0;0,0;1431,0;9,18;0,497;237753,439;7,392486129296325
RO;2019;1239;0;1777225,0;69,71542714062653;0,0;1;SINESP;1098,0;138,0;3,0;0,0;0,0;0,0;1478,0;8,1;0,472;237753,439;7,475075891541572
RO;2020;1047;0;1796460,0;58,28128653017601;0,0;0;SINESP;925,0;117,0;5,0;0,0;0,0;0,0;;8,5;0,439;237753,439;7,555979032547243
RO;2021;1061;0;1815278,0;58,4483478563614;0,0;1;SINESP;974,0;84,0;3,0;0,0;0,0;0,0;1378,0;;0,458;237753,439;7,635128255705273
RO;2022;1082;0;1581196,0;68,42921434154906;0,0;0;SINESP;987,0;95,0;0,0;0,0;0,0;0,0;1575,0;4,23;0,446;237753,439;6,650570467668398
RO;2023;1745;0;1581196,0;110,35950002403244;0,0;0;SINESP;1523,0;179,0;43,0;0,0;0,0;0,0;1575,0;2,85;0,454;237753,439;6,650570467668398
RO;2024;1693;0;1746227,0;96,95188540779635;0,0;0;SINESP;1462,0;181,0;50,0;0,0;0,0;0,0;1750,0;2,95;0,442;237753,439;7,344697125495627
RO;2025;287;1123;1751950,0;16,38174605439653;64,10000285396272;0;SINESP;255,0;26,0;6,0;929,0;124,0;70,0;;2,65;0,458;237753,439;7,368768280992141
RO;2026;93;221;;;;0;SINESP;82,0;9,0;2,0;169,0;35,0;17,0;;;;237753,439;
RR;2016;153;118;514229,0;29,753281125724143;22,94697498585261;0;SINESP;145,0;4,0;4,0;107,0;10,0;1,0;1362,0;;0,538;223505,058;2,300748826901269
RR;2017;184;204;522636,0;35,2061472994589;39,032902440704426;0;SINESP;174,0;10,0;0,0;179,0;21,0;4,0;1446,0;;0,526;223505,058;2,3383631881834197
RR;2018;98;228;576568,0;16,997127832276504;39,54433822203105;0;SINESP;82,0;14,0;2,0;201,0;21,0;6,0;1466,0;12,45;0,567;223505,058;2,5796642150264
RR;2019;116;229;605761,0;19,149466538783447;37,80368825328801;1;SINESP;106,0;6,0;4,0;189,0;27,0;13,0;1348,0;15,1;0,58;223505,058;2,7102787087708773
RR;2020;131;303;631181,0;20,75474388487613;48,00524730624021;0;SINESP;117,0;11,0;3,0;249,0;35,0;19,0;;16,7;0,54;223505,058;2,824012152780901
RR;2021;151;473;652713,0;23,134210594855627;72,46676563819014;1;SINESP;146,0;5,0;0,0;417,0;45,0;11,0;1243,0;;0,597;223505,058;2,9203500173137025
RR;2022;174;603;636707,0;27,32811167460072;94,706042182668;0;SINESP;169,0;4,0;1,0;534,0;55,0;14,0;1449,0;5,23;0,548;223505,058;2,8487364254638035
RR;2023;142;584;636707,0;22,302252056283344;91,72193803429208;0;SINESP;128,0;12,0;2,0;511,0;54,0;19,0;1453,0;6,65;0,521;223505,058;2,8487364254638035
RR;2024;182;674;716793,0;25,390872957743728;94,02993611823776;0;SINESP;162,0;14,0;6,0;578,0;63,0;33,0;1630,0;6,9;0,53;223505,058;3,207054938327168
RR;2025;141;540;738772,0;19,085726042676225;73,0942699506749;0;SINESP;127,0;10,0;4,0;439,0;66,0;35,0;;5,7;0,506;223505,058;3,305392757599249
RR;2026;33;122;;;;0;SINESP;29,0;1,0;3,0;101,0;13,0;8,0;;;;223505,058;
RS;2016;1721;2945;11286500,0;15,248305497718512;26,0931200992336;0;SINESP;1545,0;176,0;0,0;2478,0;467,0;0,0;2160,0;;0,473;281707,15;40,0646557959214
RS;2017;1800;3360;11322895,0;15,896994540707125;29,674389809319965;0;SINESP;1635,0;165,0;0,0;2794,0;566,0;0,0;2218,0;;0,481;281707,15;40,193850244837584
RS;2018;2114;3216;11329605,0;18,659079464818056;28,385808684415743;0;SINESP;1899,0;215,0;0,0;2684,0;532,0;0,0;2208,0;8,2;0,486;281707,15;40,21766930658309
RS;2019;1502;3794;11377239,0;13,201797026501772;33,34728223605042;1;SINESP;1392,0;110,0;0,0;3193,0;601,0;0,0;2300,0;8,15;0,481;281707,15;40,38675979647659
RS;2020;1150;3552;11422973,0;10,067431657240196;31,095232388275804;0;SINESP;1091,0;59,0;0,0;3007,0;545,0;0,0;;8,5;0,475;281707,15;40,54910569362545
RS;2021;1167;3898;11466630,0;10,177358125273075;33,994294749198325;1;SINESP;1087,0;80,0;0,0;3327,0;571,0;0,0;2085,0;;0,467;281707,15;40,70407868596874
RS;2022;1179;4576;10882965,0;10,833444745986045;42,04736484956076;0;SINESP;1111,0;68,0;0,0;3933,0;643,0;0,0;2385,0;5,63;0,466;281707,15;38,632193041603664
RS;2023;1231;4549;10882965,0;11,311255710185598;41,79927069507253;0;SINESP;1159,0;72,0;0,0;3882,0;667,0;0,0;2427,0;5,33;0,465;281707,15;38,632193041603664
RS;2024;1166;4415;11229915,0;10,38298152746481;39,3146341713183;0;SINESP;1090,0;76,0;0,0;3702,0;713,0;0,0;2589,0;5,33;0,458;281707,15;39,8637911746294
RS;2025;1035;4047;11233263,0;9,21370753983059;36,02693180067092;0;SINESP;970,0;65,0;0,0;3373,0;674,0;0,0;;4,35;0,468;281707,15;39,87567585700256
RS;2026;276;934;;;;0;SINESP;254,0;22,0;0,0;781,0;153,0;0,0;;;;281707,15;
SC;2016;2639;1248;6910553,0;38,18797135337795;18,05933620652356;0;SINESP;2265,0;370,0;4,0;1089,0;157,0;2,0;2033,0;;0,422;95736,1;72,18335612167196
SC;2017;2855;1242;7001161,0;40,778950805444985;17,739914851265382;0;SINESP;2459,0;394,0;2,0;1085,0;154,0;3,0;2207,0;;0,414;95736,1;73,129791165506
SC;2018;3259;1759;7075494,0;46,06038815098988;24,86045497317925;0;SINESP;2784,0;457,0;18,0;1517,0;229,0;13,0;2189,0;6,45;0,418;95736,1;73,90622764035719
SC;2019;4381;3078;7164788,0;61,1462614106656;42,96009874960711;1;SINESP;3783,0;592,0;6,0;2639,0;436,0;3,0;2243,0;6,17;0,422;95736,1;74,8389374541056
SC;2020;1158;2712;7252502,0;15,966903559626736;37,39399175622427;0;SINESP;1059,0;99,0;0,0;2332,0;380,0;0,0;;5,8;0,412;95736,1;75,75514356653342
SC;2021;1535;2858;7338473,0;20,91715810632539;38,94543183575112;1;SINESP;1402,0;133,0;0,0;2489,0;369,0;0,0;2074,0;;0,425;95736,1;76,65314338060564
SC;2022;1574;3303;7610361,0;20,68233031258307;43,401357701691154;0;SINESP;1436,0;138,0;0,0;2860,0;440,0;3,0;2279,0;3,7;0,419;95736,1;79,49311701646505
SC;2023;1544;3588;7610361,0;20,288130878416936;47,14625232626941;0;SINESP;1402,0;140,0;2,0;3080,0;504,0;4,0;2369,0;3,55;0,418;95736,1;79,49311701646505
SC;2024;1587;3366;8058441,0;19,69363553074348;41,769865908306585;0;SINESP;1411,0;173,0;3,0;2847,0;517,0;2,0;2535,0;3,15;0,43;95736,1;84,17348314794523
SC;2025;1180;2605;8187029,0;14,413042875504654;31,81862431414375;0;SINESP;1066,0;111,0;3,0;2161,0;440,0;4,0;;2,42;0,425;95736,1;85,51663374630886
SC;2026;332;709;;;;0;SINESP;292,0;40,0;0,0;580,0;128,0;1,0;;;;95736,1;
SE;2016;163;378;2265779,0;7,193993765499636;16,683003946986886;0;SINESP;0,0;0,0;163,0;0,0;0,0;378,0;1213,0;;0,566;21938,188;103,28013416604873
SE;2017;173;395;2288116,0;7,560805483638068;17,263110786341255;0;SINESP;0,0;0,0;173,0;0,0;0,0;395,0;1157,0;;0,55;21938,188;104,29831306031292
SE;2018;119;331;2278308,0;5,223174390819854;14,52832540639808;0;SINESP;18,0;2,0;99,0;0,0;0,0;331,0;1199,0;16,82;0,576;21938,188;103,85123876228975
SE;2019;176;619;2298696,0;7,65651482405677;26,92831065960875;1;SINESP;151,0;22,0;3,0;518,0;85,0;16,0;1237,0;15,25;0,58;21938,188;104,78057713791132
SE;2020;157;514;2318822,0;6,770679250067492;22,166427608501213;0;SINESP;143,0;14,0;0,0;423,0;68,0;23,0;;15,9;0,522;21938,188;105,69797286813296
SE;2021;175;719;2338474,0;7,483512752333359;30,74654667958677;1;SINESP;142,0;21,0;12,0;561,0;72,0;86,0;1200,0;;0,566;21938,188;106,59376243835636
SE;2022;195;789;2210004,0;8,82351344160463;35,70129284833874;0;SINESP;174,0;16,0;5,0;648,0;96,0;45,0;1281,0;12,37;0,526;21938,188;100,73776375697028
SE;2023;236;899;2210004,0;10,678713703685604;40,67865940514135;0;SINESP;224,0;9,0;3,0;733,0;119,0;47,0;1270,0;10,88;0,503;21938,188;100,73776375697028
SE;2024;248;926;2291077,0;10,82460345069153;40,41767256185628;0;SINESP;223,0;21,0;4,0;746,0;119,0;61,0;1480,0;9,0;0,498;21938,188;104,43328318637802
SE;2025;263;849;2299425,0;11,437642019200451;36,92227404677256;0;SINESP;246,0;9,0;8,0;670,0;115,0;64,0;;8,15;0,532;21938,188;104,81380686499725
SE;2026;58;177;;;;0;SINESP;53,0;5,0;0,0;139,0;28,0;10,0;;;;21938,188;
SP;2016;9901;2957;44749699,0;22,125288485180647;6,6078656752529215;0;SINESP;7961,0;1812,0;128,0;2315,0;642,0;0,0;2392,0;;0,525;248219,485;180,28278078169407
SP;2017;3825;9428;45094866,0;8,482118563119801;20,90703629100484;0;SINESP;3489,0;332,0;4,0;7382,0;2035,0;11,0;2399,0;;0,526;248219,485;181,67335251702744
SP;2018;3596;9923;45538936,0;7,896539348218412;21,790144591871886;0;SINESP;3314,0;280,0;2,0;8134,0;1781,0;8,0;2496,0;13,45;0,539;248219,485;183,46237403562415
SP;2019;3447;10676;45919049,0;7,506688564042343;23,249610417672194;1;SINESP;3191,0;255,0;1,0;8820,0;1849,0;7,0;2511,0;12,57;0,527;248219,485;184,9937324622199
SP;2020;2932;9697;46289333,0;6,33407269013792;20,9486708309234;0;SINESP;2670,0;259,0;3,0;8090,0;1599,0;8,0;;12,3;0,522;248219,485;186,48549286934505
SP;2021;2706;9802;46649132,0;5,800751019333007;21,012180891168565;1;SINESP;2486,0;218,0;2,0;8333,0;1461,0;8,0;2172,0;;0,532;248219,485;187,9350124346604
SP;2022;3176;11274;44411238,0;7,151343090233152;25,38546662446113;0;SINESP;2873,0;276,0;27,0;9588,0;1617,0;69,0;2453,0;8,53;0,499;248219,485;178,9192254588716
SP;2023;3430;12123;44411238,0;7,723270402865149;27,297144925345247;0;SINESP;3227,0;203,0;0,0;10310,0;1789,0;24,0;2592,0;7,6;0,503;248219,485;178,9192254588716
SP;2024;3537;12452;45973194,0;7,693613804601003;27,08534891006268;0;SINESP;3306,0;231,0;0,0;10484,0;1949,0;19,0;2719,0;6,45;0,489;248219,485;185,2118660225244
SP;2025;3491;12239;46081801,0;7,575658772537992;26,55929181240117;0;SINESP;3233,0;256,0;2,0;10212,0;2014,0;13,0;;5,33;0,491;248219,485;185,6494102386845
SP;2026;599;1972;;;;0;SINESP;564,0;35,0;0,0;1645,0;324,0;3,0;;;;248219,485;
TO;2016;365;0;1532902,0;23,81104597684653;0,0;0;SINESP;281,0;84,0;0,0;0,0;0,0;0,0;1244,0;;0,49;277423,625;5,525491925930965
TO;2017;408;0;1550194,0;26,31928648930392;0,0;0;SINESP;349,0;58,0;1,0;0,0;0,0;0,0;1329,0;;0,496;277423,625;5,587822594416751
TO;2018;761;0;1555229,0;48,93170073346112;0,0;0;SINESP;670,0;79,0;12,0;0,0;0,0;0,0;1359,0;10,72;0,53;277423,625;5,605971733661832
TO;2019;879;0;1572866,0;55,88524387964392;0,0;1;SINESP;766,0;91,0;22,0;0,0;0,0;0,0;1339,0;10,97;0,531;277423,625;5,669545987656964
TO;2020;166;780;1590248,0;10,438623409682013;49,048953370795;0;SINESP;154,0;12,0;0,0;692,0;72,0;16,0;;11,5;0,486;277423,625;5,7322010697538825
TO;2021;188;855;1607363,0;11,69617566162715;53,192713780272406;1;SINESP;181,0;5,0;2,0;744,0;88,0;23,0;1313,0;;0,515;277423,625;5,793893724804439
TO;2022;190;911;1511460,0;12,5706270758075;60,27284876874016;0;SINESP;177,0;11,0;2,0;794,0;97,0;20,0;1598,0;5,43;0,507;277423,625;5,448202185376245
TO;2023;838;838;1511460,0;55,443081523824645;55,443081523824645;0;SINESP;743,0;78,0;17,0;725,0;84,0;29,0;1656,0;6,12;0,478;277423,625;5,448202185376245
TO;2024;241;889;1577342,0;15,278867867589906;56,36063707173207;0;SINESP;212,0;22,0;7,0;769,0;97,0;23,0;1795,0;5,15;0,477;277423,625;5,685680157917337
TO;2025;173;690;1586859,0;10,90203981576183;43,482124120668566;0;SINESP;166,0;6,0;1,0;589,0;70,0;31,0;;4,88;0,472;277423,625;5,719985094996867
TO;2026;47;140;;;;0;SINESP;41,0;3,0;3,0;126,0;11,0;3,0;;;;277423,625;
