ano,percentual_nivel_5,percentual_nivel_8,percentual_nivel_1,tipo_localizacao,quantidade_alunos_inse,percentual_nivel_3,sigla_uf,sigla_uf_nome,inse,percentual_nivel_2,percentual_nivel_4,rede,area,percentual_nivel_6,percentual_nivel_7
2019,18.14,0.26,0.45,Rural,5411,26.59,RO,Rondônia,4.62,16.17,29.53,"Total (Federal, Estadual, Municipal e Privada)",Interior,6.26,2.61
2019,23.59,0.65,0.13,Total (Urbana e Rural),576,17.78,RO,Rondônia,5.07,4.24,28.09,Federal,Interior,13.98,11.54
2019,21.66,0,0.29,Rural,270,22.34,RO,Rondônia,4.91,4.86,32.56,Federal,Total (Capital e Interior),9.66,8.63
2019,21.66,0,0.29,Rural,270,22.34,RO,Rondônia,4.91,4.86,32.56,Federal,Interior,9.66,8.63
2019,18.87,0.48,0.38,Total (Urbana e Rural),24339,23.23,RO,Rondônia,4.74,16.27,24.96,Estadual,Interior,9.96,5.85
2019,18.35,0.13,0.48,Rural,668,27.63,RO,Rondônia,4.59,19.58,24.43,Estadual,Total (Capital e Interior),6.53,2.88
2019,21.99,0.22,0.81,Rural,435,27.55,RO,Rondônia,4.62,17,23.27,Estadual,Interior,6.15,3.01
2019,17.07,0.21,0.45,Rural,4570,27.34,RO,Rondônia,4.59,17.5,29.76,Municipal,Interior,5.52,2.15
2019,17,0.18,0.38,Rural,5943,27.62,RO,Rondônia,4.58,18.03,28.71,Total (Estadual e Municipal),Total (Capital e Interior),5.69,2.38
2019,17.53,0.21,0.48,Rural,5005,27.36,RO,Rondônia,4.59,17.45,29.17,Total (Estadual e Municipal),Interior,5.57,2.23
2019,18.67,0.46,0.36,Total (Urbana e Rural),40572,23.86,RO,Rondônia,4.72,16.31,25.71,"Total (Federal, Estadual e Municipal)",Interior,9.32,5.31
2019,20.21,1.1,0.29,Urbana,13375,20.12,RO,Rondônia,4.89,13.78,22.82,"Total (Federal, Estadual e Municipal)",Capital,12.81,8.86
2019,17.22,0.18,0.38,Rural,6213,27.38,RO,Rondônia,4.6,17.43,28.88,"Total (Federal, Estadual e Municipal)",Total (Capital e Interior),5.87,2.66
2019,17.76,0.2,0.47,Rural,5275,27.07,RO,Rondônia,4.61,16.73,29.36,"Total (Federal, Estadual e Municipal)",Interior,5.81,2.6
2019,14.1,1.02,1.66,Total (Urbana e Rural),28003,21.69,AC,Acre,4.57,28,18.7,"Total (Federal, Estadual, Municipal e Privada)",Total (Capital e Interior),8.36,6.48
2019,17.75,1.68,0.69,Total (Urbana e Rural),12806,19.73,AC,Acre,4.82,19.13,20.34,"Total (Federal, Estadual, Municipal e Privada)",Capital,11.14,9.53
2019,10.87,0.44,2.51,Total (Urbana e Rural),15197,23.42,AC,Acre,4.34,35.83,17.25,"Total (Federal, Estadual, Municipal e Privada)",Interior,5.9,3.79
2019,15.14,1.19,1.18,Urbana,23833,21.15,AC,Acre,4.64,25.45,19.26,"Total (Federal, Estadual, Municipal e Privada)",Total (Capital e Interior),9.27,7.35
2019,18.3,1.81,0.64,Urbana,11835,19.18,AC,Acre,4.86,17.77,20.52,"Total (Federal, Estadual, Municipal e Privada)",Capital,11.66,10.12
2019,11.83,0.53,1.76,Urbana,11998,23.22,AC,Acre,4.42,33.52,17.94,"Total (Federal, Estadual, Municipal e Privada)",Interior,6.76,4.44
2019,8.21,0.11,4.29,Rural,4170,24.74,AC,Acre,4.13,42.3,15.52,"Total (Federal, Estadual, Municipal e Privada)",Total (Capital e Interior),3.24,1.58
2019,10.74,0.08,1.34,Rural,971,26.85,AC,Acre,4.29,36.47,18.03,"Total (Federal, Estadual, Municipal e Privada)",Capital,4.53,1.96
2019,7.47,0.12,5.15,Rural,3199,24.12,AC,Acre,4.09,44,14.8,"Total (Federal, Estadual, Municipal e Privada)",Interior,2.87,1.46
2019,23.18,1.12,0.21,Total (Urbana e Rural),362,10.6,AC,Acre,4.97,16.28,22.25,Federal,Total (Capital e Interior),16.36,9.99
2019,23.18,1.12,0.21,Urbana,362,10.6,AC,Acre,4.97,16.28,22.25,Federal,Total (Capital e Interior),16.36,9.99
2019,14.86,0.54,1.25,Total (Urbana e Rural),19946,22.41,AC,Acre,4.54,27.51,20.22,Estadual,Total (Capital e Interior),8.06,5.15
2019,17.54,0.69,0.85,Total (Urbana e Rural),10459,21.65,AC,Acre,4.68,21.55,22.11,Estadual,Capital,9.45,6.16
2019,11.99,0.37,1.69,Total (Urbana e Rural),9487,23.22,AC,Acre,4.4,33.91,18.19,Estadual,Interior,6.56,4.07
2019,15.8,0.61,1.11,Urbana,17350,21.87,AC,Acre,4.6,25.45,20.68,Estadual,Total (Capital e Interior),8.78,5.71
2019,18.16,0.75,0.78,Urbana,9701,21.28,AC,Acre,4.71,20.25,22.45,Estadual,Capital,9.84,6.5
2019,12.86,0.44,1.52,Urbana,7649,22.62,AC,Acre,4.46,31.92,18.46,Estadual,Interior,7.46,4.71
2019,8.89,0.07,2.16,Rural,2596,25.82,AC,Acre,4.2,40.65,17.3,Estadual,Total (Capital e Interior),3.47,1.64
2019,9.8,0,1.7,Rural,758,26.35,AC,Acre,4.27,37.84,17.84,Estadual,Capital,4.59,1.88
2019,8.53,0.1,2.34,Rural,1838,25.61,AC,Acre,4.18,41.75,17.09,Estadual,Interior,3.04,1.54
2019,10.14,0.54,3.37,Total (Urbana e Rural),6954,24.4,AC,Acre,4.29,36.52,16.53,Municipal,Total (Capital e Interior),5.5,2.99
2019,8.14,0.37,4.19,Total (Urbana e Rural),5458,24.73,AC,Acre,4.18,40.72,15.45,Municipal,Interior,4.15,2.26
2019,11.14,0.66,1.9,Urbana,5380,24.89,AC,Acre,4.38,33.73,17.84,Municipal,Total (Capital e Interior),6.36,3.48
2019,18.28,1.36,0.38,Urbana,1283,22.17,AC,Acre,4.77,18.81,20.93,Municipal,Capital,11.7,6.37
2019,8.94,0.44,2.36,Urbana,4097,25.73,AC,Acre,4.27,38.35,16.89,Municipal,Interior,4.7,2.59
2019,7.04,0.19,7.94,Rural,1574,22.89,AC,Acre,4.01,45.13,12.48,Municipal,Total (Capital e Interior),2.85,1.47
2019,5.98,0.16,9.13,Rural,1361,22.02,AC,Acre,3.96,47.18,11.55,Municipal,Interior,2.63,1.35
2019,13.71,0.54,1.77,Total (Urbana e Rural),26900,22.9,AC,Acre,4.48,29.72,19.31,Total (Estadual e Municipal),Total (Capital e Interior),7.43,4.62
2019,17.56,0.75,0.79,Total (Urbana e Rural),11955,21.83,AC,Acre,4.68,21.45,21.94,Total (Estadual e Municipal),Capital,9.58,6.11
2019,10.65,0.37,2.56,Total (Urbana e Rural),14945,23.75,AC,Acre,4.32,36.27,17.24,Total (Estadual e Municipal),Interior,5.73,3.44
2019,14.77,0.62,1.28,Urbana,22730,22.54,AC,Acre,4.55,27.28,20.05,Total (Estadual e Municipal),Total (Capital e Interior),8.24,5.21
2019,18.17,0.81,0.74,Urbana,10984,21.37,AC,Acre,4.71,20.1,22.29,Total (Estadual e Municipal),Capital,10.04,6.49
2019,11.58,0.44,1.8,Urbana,11746,23.64,AC,Acre,4.39,34.02,17.95,Total (Estadual e Municipal),Interior,6.56,4.02
2019,8.21,0.11,4.29,Rural,4170,24.74,AC,Acre,4.13,42.3,15.52,Total (Estadual e Municipal),Total (Capital e Interior),3.24,1.58
2019,10.74,0.08,1.34,Rural,971,26.85,AC,Acre,4.29,36.47,18.03,Total (Estadual e Municipal),Capital,4.53,1.96
2019,7.47,0.12,5.15,Rural,3199,24.12,AC,Acre,4.09,44,14.8,Total (Estadual e Municipal),Interior,2.87,1.46
2019,13.85,0.55,1.75,Total (Urbana e Rural),27262,22.71,AC,Acre,4.49,29.52,19.36,"Total (Federal, Estadual e Municipal)",Total (Capital e Interior),7.56,4.7
2019,17.66,0.76,0.77,Total (Urbana e Rural),12162,21.64,AC,Acre,4.69,21.2,21.94,"Total (Federal, Estadual e Municipal)",Capital,9.78,6.24
2019,10.82,0.38,2.53,Total (Urbana e Rural),15100,23.57,AC,Acre,4.33,36.12,17.31,"Total (Federal, Estadual e Municipal)",Interior,5.8,3.48
2019,14.92,0.63,1.27,Urbana,23092,22.33,AC,Acre,4.56,27.08,20.09,"Total (Federal, Estadual e Municipal)",Total (Capital e Interior),8.39,5.3
2019,18.27,0.82,0.72,Urbana,11191,21.18,AC,Acre,4.72,19.85,22.29,"Total (Federal, Estadual e Municipal)",Capital,10.25,6.62
2019,11.77,0.45,1.77,Urbana,11901,23.41,AC,Acre,4.4,33.87,18.02,"Total (Federal, Estadual e Municipal)",Interior,6.64,4.06
2019,8.21,0.11,4.29,Rural,4170,24.74,AC,Acre,4.13,42.3,15.52,"Total (Federal, Estadual e Municipal)",Total (Capital e Interior),3.24,1.58
2019,10.74,0.08,1.34,Rural,971,26.85,AC,Acre,4.29,36.47,18.03,"Total (Federal, Estadual e Municipal)",Capital,4.53,1.96
2019,7.47,0.12,5.15,Rural,3199,24.12,AC,Acre,4.09,44,14.8,"Total (Federal, Estadual e Municipal)",Interior,2.87,1.46
2019,12.92,1.26,3.1,Total (Urbana e Rural),143310,21.76,AM,Amazonas,4.55,27.55,18.36,"Total (Federal, Estadual, Municipal e Privada)",Total (Capital e Interior),8,7.04
2019,17.55,2.16,0.9,Total (Urbana e Rural),74078,19.34,AM,Amazonas,4.92,15.02,21.43,"Total (Federal, Estadual, Municipal e Privada)",Capital,12.09,11.52
2019,7.9,0.29,5.49,Total (Urbana e Rural),69232,24.39,AM,Amazonas,4.14,41.11,15.05,"Total (Federal, Estadual, Municipal e Privada)",Interior,3.58,2.2
2019,14.32,1.44,1.65,Urbana,124861,21.95,AM,Amazonas,4.66,23.84,19.69,"Total (Federal, Estadual, Municipal e Privada)",Total (Capital e Interior),9.03,8.07
2019,17.67,2.2,0.86,Urbana,72625,19.21,AM,Amazonas,4.93,14.68,21.48,"Total (Federal, Estadual, Municipal e Privada)",Capital,12.23,11.68
2019,9.36,0.32,2.82,Urbana,52236,26.03,AM,Amazonas,4.26,37.42,17.04,"Total (Federal, Estadual, Municipal e Privada)",Interior,4.29,2.72
2019,4.7,0.19,11.56,Rural,18449,20.67,AM,Amazonas,3.87,49.22,10.62,"Total (Federal, Estadual, Municipal e Privada)",Total (Capital e Interior),2,1.04
2019,11.31,0.23,2.84,Rural,1453,26.41,AM,Amazonas,4.34,32.51,18.9,"Total (Federal, Estadual, Municipal e Privada)",Capital,4.81,2.99
2019,4.22,0.19,12.19,Rural,16996,20.25,AM,Amazonas,3.84,50.42,10.03,"Total (Federal, Estadual, Municipal e Privada)",Interior,1.8,0.9
2019,12.14,2.76,1.15,Total (Urbana e Rural),1121,19.9,AM,Amazonas,4.85,22.17,16.55,Federal,Total (Capital e Interior),11.45,13.88
2019,8.47,0.22,2,Total (Urbana e Rural),749,25.76,AM,Amazonas,4.33,34.24,20.46,Federal,Interior,5.45,3.4
2019,12.28,2.87,1.2,Urbana,1065,19.65,AM,Amazonas,4.87,21.38,16.5,Federal,Total (Capital e Interior),11.7,14.42
2019,8.46,0.24,2.14,Urbana,693,25.72,AM,Amazonas,4.34,33.68,20.64,Federal,Interior,5.49,3.64
2019,13.29,0.82,2.83,Total (Urbana e Rural),84072,22.41,AM,Amazonas,4.52,27.87,19.01,Estadual,Total (Capital e Interior),7.85,5.92
2019,18.01,1.37,1.06,Total (Urbana e Rural),42111,20.15,AM,Amazonas,4.85,15.88,22.18,Estadual,Capital,11.78,9.58
2019,8.45,0.26,4.65,Total (Urbana e Rural),41961,24.72,AM,Amazonas,4.17,40.14,15.77,Estadual,Interior,3.83,2.18
2019,14.46,0.9,1.7,Urbana,76626,22.69,AM,Amazonas,4.6,24.9,20.2,Estadual,Total (Capital e Interior),8.62,6.53
2019,18.08,1.38,1.03,Urbana,41915,20.06,AM,Amazonas,4.85,15.72,22.26,Estadual,Capital,11.85,9.63
2019,9.8,0.28,2.56,Urbana,34711,26.08,AM,Amazonas,4.28,36.71,17.55,Estadual,Interior,4.46,2.55
2019,3.49,0.16,12.3,Rural,7446,20,AM,Amazonas,3.8,52.66,9.11,Estadual,Total (Capital e Interior),1.46,0.83
2019,7.01,0,5.59,Rural,196,33.23,AM,Amazonas,4.08,39.13,11.03,Estadual,Capital,1.64,2.36
2019,3.37,0.17,12.52,Rural,7250,19.55,AM,Amazonas,3.79,53.12,9.05,Estadual,Interior,1.45,0.77
2019,11.54,0.42,4.14,Total (Urbana e Rural),54081,23.87,AM,Amazonas,4.36,31.8,18.7,Municipal,Total (Capital e Interior),5.85,3.69
2019,16.96,0.64,0.93,Total (Urbana e Rural),27928,23.52,AM,Amazonas,4.69,18.58,24.17,Municipal,Capital,9.29,5.92
2019,6.68,0.23,7.02,Total (Urbana e Rural),26153,24.18,AM,Amazonas,4.06,43.66,13.79,Municipal,Interior,2.76,1.68
2019,13.44,0.49,1.94,Urbana,43194,24.71,AM,Amazonas,4.49,27.06,20.91,Municipal,Total (Capital e Interior),6.97,4.49
2019,7.99,0.25,3.49,Urbana,16523,26.52,AM,Amazonas,4.19,40.27,15.93,Municipal,Interior,3.33,2.22
2019,5.51,0.21,11.13,Rural,10887,21.18,AM,Amazonas,3.92,46.88,11.67,Municipal,Total (Capital e Interior),2.29,1.13
2019,12.43,0.29,2.13,Rural,1257,24.62,AM,Amazonas,4.41,30.78,20.96,Municipal,Capital,5.64,3.15
2019,4.81,0.2,12.05,Rural,9630,20.83,AM,Amazonas,3.87,48.52,10.72,Municipal,Interior,1.95,0.92
2019,12.63,0.67,3.33,Total (Urbana e Rural),138153,22.96,AM,Amazonas,4.45,29.35,18.89,Total (Estadual e Municipal),Total (Capital e Interior),7.1,5.08
2019,17.63,1.1,1.01,Total (Urbana e Rural),70039,21.37,AM,Amazonas,4.79,16.86,22.9,Total (Estadual e Municipal),Capital,10.88,8.26
2019,7.76,0.25,5.58,Total (Urbana e Rural),68114,24.51,AM,Amazonas,4.13,41.52,14.99,Total (Estadual e Municipal),Interior,3.41,1.98
2019,14.11,0.76,1.78,Urbana,119820,23.38,AM,Amazonas,4.56,25.64,20.44,Total (Estadual e Municipal),Total (Capital e Interior),8.06,5.84
2019,17.77,1.12,0.97,Urbana,68586,21.26,AM,Amazonas,4.8,16.52,22.99,Total (Estadual e Municipal),Capital,11.01,8.37
2019,9.21,0.27,2.87,Urbana,51234,26.23,AM,Amazonas,4.25,37.86,17.02,Total (Estadual e Municipal),Interior,4.1,2.44
2019,4.65,0.19,11.63,Rural,18333,20.68,AM,Amazonas,3.87,49.33,10.58,Total (Estadual e Municipal),Total (Capital e Interior),1.94,1
2019,11.31,0.23,2.84,Rural,1453,26.41,AM,Amazonas,4.34,32.51,18.9,Total (Estadual e Municipal),Capital,4.81,2.99
2019,4.17,0.19,12.26,Rural,16880,20.27,AM,Amazonas,3.83,50.55,9.98,Total (Estadual e Municipal),Interior,1.73,0.85
2019,12.62,0.69,3.3,Total (Urbana e Rural),139274,22.92,AM,Amazonas,4.46,29.27,18.87,"Total (Federal, Estadual e Municipal)",Total (Capital e Interior),7.14,5.18
2019,17.62,1.15,1,Total (Urbana e Rural),70411,21.28,AM,Amazonas,4.8,16.75,22.79,"Total (Federal, Estadual e Municipal)",Capital,10.96,8.44
2019,7.77,0.25,5.53,Total (Urbana e Rural),68863,24.52,AM,Amazonas,4.13,41.43,15.06,"Total (Federal, Estadual e Municipal)",Interior,3.44,2
2019,14.09,0.78,1.77,Urbana,120885,23.33,AM,Amazonas,4.57,25.58,20.39,"Total (Federal, Estadual e Municipal)",Total (Capital e Interior),8.1,5.95
2019,17.76,1.17,0.96,Urbana,68958,21.17,AM,Amazonas,4.81,16.41,22.87,"Total (Federal, Estadual e Municipal)",Capital,11.09,8.56
2019,9.2,0.27,2.85,Urbana,51927,26.22,AM,Amazonas,4.25,37.79,17.08,"Total (Federal, Estadual e Municipal)",Interior,4.12,2.46
2019,4.66,0.19,11.6,Rural,18389,20.69,AM,Amazonas,3.87,49.32,10.6,"Total (Federal, Estadual e Municipal)",Total (Capital e Interior),1.95,0.99
2019,11.31,0.23,2.84,Rural,1453,26.41,AM,Amazonas,4.34,32.51,18.9,"Total (Federal, Estadual e Municipal)",Capital,4.81,2.99
2019,4.19,0.19,12.23,Rural,16936,20.28,AM,Amazonas,3.83,50.52,10,"Total (Federal, Estadual e Municipal)",Interior,1.74,0.85
2019,14.66,2.04,3.22,Total (Urbana e Rural),17373,18.85,RR,Roraima,4.72,22.58,18.21,"Total (Federal, Estadual, Municipal e Privada)",Total (Capital e Interior),10.43,10
2019,17.11,2.83,1.26,Total (Urbana e Rural),11526,17.45,RR,Roraima,4.97,15.38,19.5,"Total (Federal, Estadual, Municipal e Privada)",Capital,12.96,13.52
2019,9.86,0.48,7.07,Total (Urbana e Rural),5847,21.59,RR,Roraima,4.22,36.73,15.69,"Total (Federal, Estadual, Municipal e Privada)",Interior,5.47,3.1
2019,16.4,2.36,1.43,Urbana,14577,18.49,RR,Roraima,4.88,18.04,19.44,"Total (Federal, Estadual, Municipal e Privada)",Total (Capital e Interior),12.02,11.83
2019,17.12,2.87,1.19,Urbana,11310,17.34,RR,Roraima,4.99,15.12,19.59,"Total (Federal, Estadual, Municipal e Privada)",Capital,13.06,13.69
2019,13.74,0.49,2.29,Urbana,3267,22.69,RR,Roraima,4.5,28.69,18.89,"Total (Federal, Estadual, Municipal e Privada)",Interior,8.19,5.01
2019,6.28,0.5,11.9,Rural,2796,20.58,RR,Roraima,3.95,44.56,12.25,"Total (Federal, Estadual, Municipal e Privada)",Total (Capital e Interior),2.75,1.18
2019,16.22,0.85,4.94,Rural,216,23.5,RR,Roraima,4.4,29.32,14.16,"Total (Federal, Estadual, Municipal e Privada)",Capital,7.04,3.98
2019,5.53,0.47,12.42,Rural,2580,20.36,RR,Roraima,3.92,45.71,12.11,"Total (Federal, Estadual, Municipal e Privada)",Interior,2.43,0.97
2019,18.48,5.75,0.81,Total (Urbana e Rural),292,12.22,RR,Roraima,5.22,12.47,17.17,Federal,Total (Capital e Interior),16.58,16.53
2019,3.85,0,5.21,Total (Urbana e Rural),75,38.14,RR,Roraima,4.06,36.35,12.22,Federal,Interior,4.24,0
2019,3.85,0,5.21,Urbana,75,38.14,RR,Roraima,4.06,36.35,12.22,Federal,Interior,4.24,0
2019,14.07,0.97,4.48,Total (Urbana e Rural),9572,20.19,RR,Roraima,4.57,25.01,18.79,Estadual,Total (Capital e Interior),9.29,7.21
2019,17.07,1.4,1.73,Total (Urbana e Rural),6097,19.48,RR,Roraima,4.81,17.67,21.08,Estadual,Capital,11.87,9.69
2019,8.97,0.24,9.14,Total (Urbana e Rural),3475,21.39,RR,Roraima,4.15,37.45,14.92,Estadual,Interior,4.91,3
2019,16.35,1.19,1.73,Urbana,7773,20.4,RR,Roraima,4.75,19.54,20.81,Estadual,Total (Capital e Interior),11.11,8.87
2019,17.05,1.43,1.66,Urbana,5993,19.42,RR,Roraima,4.82,17.34,21.25,Estadual,Capital,12.02,9.82
2019,13.87,0.36,1.96,Urbana,1780,23.83,RR,Roraima,4.52,27.22,19.27,Estadual,Interior,7.95,5.54
2019,5.21,0.12,15.17,Rural,1799,19.34,RR,Roraima,3.84,46.25,10.96,Estadual,Total (Capital e Interior),2.21,0.75
2019,18.05,0,6.11,Rural,104,22.54,RR,Roraima,4.24,36.79,11.03,Estadual,Capital,3.42,2.06
2019,4.5,0.13,15.67,Rural,1695,19.16,RR,Roraima,3.82,46.77,10.95,Estadual,Interior,2.14,0.68
2019,15.71,1.05,1.93,Total (Urbana e Rural),6625,20.43,RR,Roraima,4.66,23.78,19.7,Municipal,Total (Capital e Interior),10.07,7.33
2019,18.07,1.13,1.02,Total (Urbana e Rural),4332,19.79,RR,Roraima,4.83,17.04,21.21,Municipal,Capital,12.13,9.61
2019,11.62,0.91,3.51,Total (Urbana e Rural),2293,21.55,RR,Roraima,4.35,35.44,17.08,Municipal,Interior,6.51,3.38
2019,17.05,1.03,1.37,Urbana,5665,19.86,RR,Roraima,4.75,20.44,20.6,Municipal,Total (Capital e Interior),11.3,8.35
2019,18.12,1.15,0.93,Urbana,4253,19.67,RR,Roraima,4.84,16.92,21.27,Municipal,Capital,12.22,9.71
2019,14.04,0.69,2.6,Urbana,1412,20.39,RR,Roraima,4.49,30.33,18.7,Municipal,Interior,8.72,4.53
2019,8.52,1.17,4.93,Rural,960,23.51,RR,Roraima,4.17,41.66,14.9,Municipal,Total (Capital e Interior),3.47,1.86
2019,15.41,0,5.35,Rural,79,25.95,RR,Roraima,4.41,22.83,18.42,Municipal,Capital,7.52,4.51
2019,7.94,1.27,4.89,Rural,881,23.3,RR,Roraima,4.15,43.24,14.6,Municipal,Interior,3.13,1.63
2019,0,0,25,Total (Urbana e Rural),4,0,RR,Roraima,3.64,50,25,Privada,Interior,0,0
2019,0,0,25,Rural,4,0,RR,Roraima,3.64,50,25,Privada,Total (Capital e Interior),0,0
2019,0,0,25,Rural,4,0,RR,Roraima,3.64,50,25,Privada,Interior,0,0
2019,14.67,1,3.53,Total (Urbana e Rural),16197,20.28,RR,Roraima,4.6,24.55,19.13,Total (Estadual e Municipal),Total (Capital e Interior),9.58,7.25
2019,17.44,1.3,1.47,Total (Urbana e Rural),10429,19.59,RR,Roraima,4.82,17.44,21.13,Total (Estadual e Municipal),Capital,11.97,9.66
2019,9.94,0.49,7.07,Total (Urbana e Rural),5768,21.44,RR,Roraima,4.23,36.71,15.71,Total (Estadual e Municipal),Interior,5.49,3.14
2019,16.62,1.13,1.59,Urbana,13438,20.19,RR,Roraima,4.75,19.89,20.73,Total (Estadual e Municipal),Total (Capital e Interior),11.19,8.67
2019,17.45,1.32,1.39,Urbana,10246,19.52,RR,Roraima,4.83,17.19,21.26,Total (Estadual e Municipal),Capital,12.09,9.78
2019,13.94,0.5,2.23,Urbana,3192,22.37,RR,Roraima,4.51,28.54,19.03,Total (Estadual e Municipal),Interior,8.27,5.11
2019,6.24,0.44,11.99,Rural,2759,20.63,RR,Roraima,3.94,44.82,12.18,Total (Estadual e Municipal),Total (Capital e Interior),2.6,1.09
2019,16.99,0,5.81,Rural,183,23.91,RR,Roraima,4.31,31.17,14,Total (Estadual e Municipal),Capital,5.07,3.04
2019,5.55,0.47,12.38,Rural,2576,20.42,RR,Roraima,3.92,45.69,12.07,Total (Estadual e Municipal),Interior,2.44,0.97
2019,14.77,1.12,3.47,Total (Urbana e Rural),16489,20.08,RR,Roraima,4.62,24.25,19.08,"Total (Federal, Estadual e Municipal)",Total (Capital e Interior),9.75,7.48
2019,17.56,1.48,1.42,Total (Urbana e Rural),10646,19.19,RR,Roraima,4.84,17.13,21.03,"Total (Federal, Estadual e Municipal)",Capital,12.19,9.99
2019,9.88,0.48,7.05,Total (Urbana e Rural),5843,21.62,RR,Roraima,4.22,36.71,15.67,"Total (Federal, Estadual e Municipal)",Interior,5.48,3.11
2019,16.69,1.26,1.57,Urbana,13697,19.95,RR,Roraima,4.77,19.66,20.63,"Total (Federal, Estadual e Municipal)",Total (Capital e Interior),11.33,8.91
2019,17.59,1.49,1.35,Urbana,10430,19.11,RR,Roraima,4.85,16.88,21.17,"Total (Federal, Estadual e Municipal)",Capital,12.3,10.11
2019,13.74,0.49,2.29,Urbana,3267,22.69,RR,Roraima,4.5,28.69,18.89,"Total (Federal, Estadual e Municipal)",Interior,8.19,5.01
2019,6.3,0.5,11.86,Rural,2792,20.64,RR,Roraima,3.95,44.55,12.21,"Total (Federal, Estadual e Municipal)",Total (Capital e Interior),2.76,1.18
2019,16.22,0.85,4.94,Rural,216,23.5,RR,Roraima,4.4,29.32,14.16,"Total (Federal, Estadual e Municipal)",Capital,7.04,3.98
2019,5.55,0.47,12.38,Rural,2576,20.42,RR,Roraima,3.92,45.69,12.07,"Total (Federal, Estadual e Municipal)",Interior,2.44,0.97
2019,10.29,0.75,5.06,Total (Urbana e Rural),269993,21.7,PA,Pará,4.31,35.74,16.2,"Total (Federal, Estadual, Municipal e Privada)",Total (Capital e Interior),5.74,4.52
2019,12.94,2.42,2.02,Total (Urbana e Rural),35113,21.4,PA,Pará,4.73,22.9,18.79,"Total (Federal, Estadual, Municipal e Privada)",Capital,8.84,10.7
2019,9.81,0.45,5.62,Total (Urbana e Rural),234880,21.76,PA,Pará,4.23,38.09,15.73,"Total (Federal, Estadual, Municipal e Privada)",Interior,5.17,3.38
2019,11.64,0.91,3.61,Urbana,211587,22.15,PA,Pará,4.42,31.9,17.59,"Total (Federal, Estadual, Municipal e Privada)",Total (Capital e Interior),6.74,5.45
2019,12.96,2.42,2,Urbana,35025,21.39,PA,Pará,4.73,22.87,18.79,"Total (Federal, Estadual, Municipal e Privada)",Capital,8.85,10.71
2019,11.32,0.55,4,Urbana,176562,22.34,PA,Pará,4.35,34.08,17.3,"Total (Federal, Estadual, Municipal e Privada)",Interior,6.23,4.18
2019,5.1,0.13,10.65,Rural,58406,19.97,PA,Pará,3.87,50.56,10.83,"Total (Federal, Estadual, Municipal e Privada)",Total (Capital e Interior),1.87,0.9
2019,2.19,1.03,9.5,Rural,88,26.14,PA,Pará,4.04,42.04,14.73,"Total (Federal, Estadual, Municipal e Privada)",Capital,3.09,1.28
2019,5.1,0.13,10.65,Rural,58318,19.96,PA,Pará,3.87,50.57,10.82,"Total (Federal, Estadual, Municipal e Privada)",Interior,1.87,0.9
2019,15.42,1.85,1.31,Total (Urbana e Rural),1578,18.53,PA,Pará,4.87,18.58,19.32,Federal,Total (Capital e Interior),13.97,11.02
2019,15.05,3.12,0.82,Total (Urbana e Rural),850,13.88,PA,Pará,5.18,12.28,18.27,Federal,Capital,18.97,17.61
2019,15.85,0.37,1.89,Total (Urbana e Rural),728,23.96,PA,Pará,4.51,25.95,20.55,Federal,Interior,8.13,3.31
2019,15.42,1.85,1.31,Urbana,1578,18.53,PA,Pará,4.87,18.58,19.32,Federal,Total (Capital e Interior),13.97,11.02
2019,15.05,3.12,0.82,Urbana,850,13.88,PA,Pará,5.18,12.28,18.27,Federal,Capital,18.97,17.61
2019,15.85,0.37,1.89,Urbana,728,23.96,PA,Pará,4.51,25.95,20.55,Federal,Interior,8.13,3.31
2019,8.67,0.19,6.15,Total (Urbana e Rural),103016,22.99,PA,Pará,4.13,40.48,15.91,Estadual,Total (Capital e Interior),3.78,1.84
2019,11.19,0.27,2.92,Total (Urbana e Rural),25280,26.41,PA,Pará,4.35,30.91,20.39,Estadual,Capital,5.16,2.75
2019,7.88,0.17,7.15,Total (Urbana e Rural),77736,21.92,PA,Pará,4.06,43.45,14.52,Estadual,Interior,3.35,1.56
2019,9.06,0.2,5.73,Urbana,94449,23.31,PA,Pará,4.16,39.28,16.5,Estadual,Total (Capital e Interior),3.98,1.94
2019,11.2,0.27,2.92,Urbana,25265,26.42,PA,Pará,4.35,30.9,20.39,Estadual,Capital,5.16,2.74
2019,8.31,0.17,6.71,Urbana,69184,22.22,PA,Pará,4.09,42.22,15.14,Estadual,Interior,3.57,1.66
2019,4.57,0.11,10.54,Rural,8567,19.6,PA,Pará,3.84,53.01,9.69,Estadual,Total (Capital e Interior),1.68,0.82
2019,0,0,6.67,Rural,15,20,PA,Pará,4.14,46.67,20,Estadual,Capital,0,6.67
2019,4.57,0.11,10.54,Rural,8552,19.6,PA,Pará,3.84,53.02,9.67,Estadual,Interior,1.68,0.81
2019,9.56,0.26,5.27,Total (Urbana e Rural),162186,23.28,PA,Pará,4.2,38.48,16.53,Municipal,Total (Capital e Interior),4.39,2.25
2019,11.93,0.49,2.18,Total (Urbana e Rural),7645,26.99,PA,Pará,4.39,29.88,20.49,Municipal,Capital,5.24,2.8
2019,9.45,0.25,5.42,Total (Urbana e Rural),154541,23.11,PA,Pará,4.19,38.87,16.34,Municipal,Interior,4.35,2.22
