ano,percentual_nivel_5,percentual_nivel_8,percentual_nivel_1,tipo_localizacao,quantidade_alunos_inse,percentual_nivel_3,sigla_uf,sigla_uf_nome,inse,percentual_nivel_2,percentual_nivel_4,rede,area,percentual_nivel_6,percentual_nivel_7
2019,21.76,0.58,1.07,Total (Urbana e Rural),38395,18.21,ES,Espírito Santo,4.87,13.18,23.35,Estadual,Interior,13.97,7.89
2019,21.91,0.59,1.04,Urbana,39085,18.07,ES,Espírito Santo,4.89,12.67,23.47,Estadual,Total (Capital e Interior),14.21,8.04
2019,23.05,0.46,0.74,Urbana,2543,17.06,ES,Espírito Santo,4.99,8.45,24.72,Estadual,Capital,16.48,9.05
2019,21.82,0.6,1.07,Urbana,36542,18.14,ES,Espírito Santo,4.88,12.98,23.38,Estadual,Interior,14.05,7.96
2019,20.51,0.25,1.06,Rural,1853,19.64,ES,Espírito Santo,4.76,17.32,22.61,Estadual,Total (Capital e Interior),12.22,6.39
2019,20.51,0.25,1.06,Rural,1853,19.64,ES,Espírito Santo,4.76,17.32,22.61,Estadual,Interior,12.22,6.39
2019,22.03,0.8,0.61,Total (Urbana e Rural),53266,17.8,ES,Espírito Santo,4.94,11.24,24.24,Municipal,Total (Capital e Interior),14.45,8.82
2019,22.01,0.77,0.65,Total (Urbana e Rural),49020,17.88,ES,Espírito Santo,4.93,11.56,24.18,Municipal,Interior,14.33,8.62
2019,22.38,0.83,0.56,Urbana,48152,17.49,ES,Espírito Santo,4.96,10.71,24.09,Municipal,Total (Capital e Interior),14.78,9.16
2019,22.39,0.81,0.59,Urbana,43906,17.55,ES,Espírito Santo,4.95,11.01,24,Municipal,Interior,14.68,8.97
2019,18.65,0.48,1.13,Rural,5114,20.87,ES,Espírito Santo,4.74,16.49,25.79,Municipal,Total (Capital e Interior),11.15,5.43
2019,18.65,0.48,1.13,Rural,5114,20.87,ES,Espírito Santo,4.74,16.49,25.79,Municipal,Interior,11.15,5.43
2019,21.95,0.7,0.8,Total (Urbana e Rural),94204,17.95,ES,Espírito Santo,4.91,11.95,23.89,Total (Estadual e Municipal),Total (Capital e Interior),14.31,8.45
2019,22.55,0.87,0.43,Total (Urbana e Rural),6789,16.98,ES,Espírito Santo,5.03,8.04,24.82,Total (Estadual e Municipal),Capital,16.02,10.3
2019,21.9,0.69,0.83,Total (Urbana e Rural),87415,18.03,ES,Espírito Santo,4.9,12.27,23.82,Total (Estadual e Municipal),Interior,14.17,8.3
2019,22.17,0.72,0.78,Urbana,87237,17.75,ES,Espírito Santo,4.93,11.59,23.81,Total (Estadual e Municipal),Total (Capital e Interior),14.53,8.66
2019,22.55,0.87,0.43,Urbana,6789,16.98,ES,Espírito Santo,5.03,8.04,24.82,Total (Estadual e Municipal),Capital,16.02,10.3
2019,22.13,0.71,0.81,Urbana,80448,17.82,ES,Espírito Santo,4.92,11.9,23.72,Total (Estadual e Municipal),Interior,14.4,8.51
2019,19.14,0.42,1.11,Rural,6967,20.55,ES,Espírito Santo,4.74,16.71,24.96,Total (Estadual e Municipal),Total (Capital e Interior),11.43,5.68
2019,19.14,0.42,1.11,Rural,6967,20.55,ES,Espírito Santo,4.74,16.71,24.96,Total (Estadual e Municipal),Interior,11.43,5.68
2019,21.95,0.77,0.79,Total (Urbana e Rural),95291,17.74,ES,Espírito Santo,4.93,11.79,23.76,"Total (Federal, Estadual e Municipal)",Total (Capital e Interior),14.45,8.75
2019,21.93,0.74,0.82,Total (Urbana e Rural),88338,17.86,ES,Espírito Santo,4.91,12.14,23.74,"Total (Federal, Estadual e Municipal)",Interior,14.29,8.5
2019,22.15,0.79,0.77,Urbana,88105,17.57,ES,Espírito Santo,4.94,11.46,23.68,"Total (Federal, Estadual e Municipal)",Total (Capital e Interior),14.64,8.94
2019,22.14,0.76,0.8,Urbana,81152,17.69,ES,Espírito Santo,4.92,11.8,23.66,"Total (Federal, Estadual e Municipal)",Interior,14.48,8.68
2019,19.48,0.49,1.06,Rural,7186,19.9,ES,Espírito Santo,4.77,16.04,24.7,"Total (Federal, Estadual e Municipal)",Total (Capital e Interior),12,6.33
2019,19.48,0.49,1.06,Rural,7186,19.9,ES,Espírito Santo,4.77,16.04,24.7,"Total (Federal, Estadual e Municipal)",Interior,12,6.33
2019,21.34,2.68,0.52,Total (Urbana e Rural),312708,14.86,RJ,Rio de Janeiro,5.16,8.13,21.41,"Total (Federal, Estadual, Municipal e Privada)",Total (Capital e Interior),15.87,15.19
2019,22.08,2.45,0.42,Total (Urbana e Rural),104692,14.64,RJ,Rio de Janeiro,5.18,7.05,21.59,"Total (Federal, Estadual, Municipal e Privada)",Capital,16.04,15.72
2019,20.9,2.81,0.58,Total (Urbana e Rural),208016,15,RJ,Rio de Janeiro,5.15,8.76,21.3,"Total (Federal, Estadual, Municipal e Privada)",Interior,15.77,14.87
2019,21.37,2.72,0.51,Urbana,295075,14.68,RJ,Rio de Janeiro,5.17,7.92,21.31,"Total (Federal, Estadual, Municipal e Privada)",Total (Capital e Interior),16.01,15.49
2019,22.08,2.45,0.42,Urbana,104692,14.64,RJ,Rio de Janeiro,5.18,7.05,21.59,"Total (Federal, Estadual, Municipal e Privada)",Capital,16.04,15.72
2019,20.93,2.88,0.56,Urbana,190383,14.71,RJ,Rio de Janeiro,5.16,8.46,21.13,"Total (Federal, Estadual, Municipal e Privada)",Interior,15.98,15.34
2019,20.94,0.65,1.04,Total (Urbana e Rural),115065,19.23,RJ,Rio de Janeiro,4.86,12.45,25.53,Estadual,Total (Capital e Interior),12.83,7.33
2019,19.94,0.53,1.11,Total (Urbana e Rural),25956,20.7,RJ,Rio de Janeiro,4.8,13,27.3,Estadual,Capital,11.05,6.36
2019,21.27,0.69,1.02,Total (Urbana e Rural),89109,18.75,RJ,Rio de Janeiro,4.87,12.27,24.94,Estadual,Interior,13.42,7.65
2019,20.96,0.66,1.02,Urbana,110291,19.23,RJ,Rio de Janeiro,4.86,12.31,25.61,Estadual,Total (Capital e Interior),12.86,7.34
2019,19.94,0.53,1.11,Urbana,25956,20.7,RJ,Rio de Janeiro,4.8,13,27.3,Estadual,Capital,11.05,6.36
2019,21.32,0.7,1,Urbana,84335,18.72,RJ,Rio de Janeiro,4.88,12.07,25.02,Estadual,Interior,13.5,7.68
2019,20.39,0.43,1.46,Rural,4774,19.24,RJ,Rio de Janeiro,4.78,16.15,23.37,Estadual,Total (Capital e Interior),11.88,7.07
2019,20.39,0.43,1.46,Rural,4774,19.24,RJ,Rio de Janeiro,4.78,16.15,23.37,Estadual,Interior,11.88,7.07
2019,21.65,0.8,0.55,Total (Urbana e Rural),190439,19.57,RJ,Rio de Janeiro,4.91,10.64,25.84,Municipal,Total (Capital e Interior),13.02,7.94
2019,21.83,0.79,0.47,Total (Urbana e Rural),74916,20.16,RJ,Rio de Janeiro,4.89,9.91,27.41,Municipal,Capital,12.12,7.31
2019,21.53,0.8,0.6,Total (Urbana e Rural),115523,19.19,RJ,Rio de Janeiro,4.91,11.11,24.82,Municipal,Interior,13.6,8.34
2019,21.7,0.81,0.54,Urbana,177838,19.52,RJ,Rio de Janeiro,4.91,10.48,25.9,Municipal,Total (Capital e Interior),13.07,7.99
2019,21.83,0.79,0.47,Urbana,74916,20.16,RJ,Rio de Janeiro,4.89,9.91,27.41,Municipal,Capital,12.12,7.31
2019,21.6,0.82,0.59,Urbana,102922,19.05,RJ,Rio de Janeiro,4.92,10.89,24.81,Municipal,Interior,13.77,8.48
2019,21.03,0.65,0.73,Rural,12601,20.32,RJ,Rio de Janeiro,4.85,12.82,24.96,Municipal,Total (Capital e Interior),12.26,7.23
2019,21.03,0.65,0.73,Rural,12601,20.32,RJ,Rio de Janeiro,4.85,12.82,24.96,Municipal,Interior,12.26,7.23
2019,21.37,0.74,0.74,Total (Urbana e Rural),305504,19.44,RJ,Rio de Janeiro,4.89,11.35,25.71,Total (Estadual e Municipal),Total (Capital e Interior),12.94,7.7
2019,21.28,0.72,0.66,Total (Urbana e Rural),100872,20.32,RJ,Rio de Janeiro,4.87,10.81,27.38,Total (Estadual e Municipal),Capital,11.81,7.03
2019,21.42,0.75,0.79,Total (Urbana e Rural),204632,19,RJ,Rio de Janeiro,4.9,11.63,24.87,Total (Estadual e Municipal),Interior,13.52,8.03
2019,21.4,0.75,0.73,Urbana,288129,19.4,RJ,Rio de Janeiro,4.89,11.21,25.78,Total (Estadual e Municipal),Total (Capital e Interior),12.99,7.73
2019,21.28,0.72,0.66,Urbana,100872,20.32,RJ,Rio de Janeiro,4.87,10.81,27.38,Total (Estadual e Municipal),Capital,11.81,7.03
2019,21.47,0.76,0.77,Urbana,187257,18.9,RJ,Rio de Janeiro,4.9,11.43,24.91,Total (Estadual e Municipal),Interior,13.64,8.11
2019,20.86,0.59,0.93,Rural,17375,20.03,RJ,Rio de Janeiro,4.83,13.71,24.54,Total (Estadual e Municipal),Total (Capital e Interior),12.16,7.19
2019,20.86,0.59,0.93,Rural,17375,20.03,RJ,Rio de Janeiro,4.83,13.71,24.54,Total (Estadual e Municipal),Interior,12.16,7.19
2019,21.4,0.8,0.73,Total (Urbana e Rural),309649,19.2,RJ,Rio de Janeiro,4.9,11.18,25.5,"Total (Federal, Estadual e Municipal)",Total (Capital e Interior),13.12,8.07
2019,21.33,0.87,0.63,Total (Urbana e Rural),103683,19.76,RJ,Rio de Janeiro,4.9,10.44,26.86,"Total (Federal, Estadual e Municipal)",Capital,12.19,7.92
2019,21.44,0.76,0.78,Total (Urbana e Rural),205966,18.91,RJ,Rio de Janeiro,4.9,11.56,24.79,"Total (Federal, Estadual e Municipal)",Interior,13.61,8.15
2019,21.43,0.81,0.72,Urbana,292143,19.16,RJ,Rio de Janeiro,4.9,11.03,25.56,"Total (Federal, Estadual e Municipal)",Total (Capital e Interior),13.17,8.12
2019,21.33,0.87,0.63,Urbana,103683,19.76,RJ,Rio de Janeiro,4.9,10.44,26.86,"Total (Federal, Estadual e Municipal)",Capital,12.19,7.92
2019,21.49,0.78,0.77,Urbana,188460,18.82,RJ,Rio de Janeiro,4.91,11.37,24.82,"Total (Federal, Estadual e Municipal)",Interior,13.73,8.23
2019,20.89,0.62,0.92,Rural,17506,19.93,RJ,Rio de Janeiro,4.84,13.59,24.49,"Total (Federal, Estadual e Municipal)",Total (Capital e Interior),12.3,7.26
2019,20.89,0.62,0.92,Rural,17506,19.93,RJ,Rio de Janeiro,4.84,13.59,24.49,"Total (Federal, Estadual e Municipal)",Interior,12.3,7.26
2019,22.98,4.52,0.22,Total (Urbana e Rural),1176914,9.62,SP,São Paulo,5.42,4.23,17.87,"Total (Federal, Estadual, Municipal e Privada)",Total (Capital e Interior),20.77,19.79
2019,22.97,4.55,0.22,Urbana,1156933,9.57,SP,São Paulo,5.42,4.18,17.82,"Total (Federal, Estadual, Municipal e Privada)",Total (Capital e Interior),20.82,19.88
2019,23.67,2.15,0.38,Rural,19981,13.25,SP,São Paulo,5.16,8.19,21.42,"Total (Federal, Estadual, Municipal e Privada)",Total (Capital e Interior),17.16,13.77
2019,23.67,2.15,0.38,Rural,19981,13.25,SP,São Paulo,5.16,8.19,21.42,"Total (Federal, Estadual, Municipal e Privada)",Interior,17.16,13.77
2019,25.13,1.04,0.29,Total (Urbana e Rural),196866,13.97,SP,São Paulo,5.14,5.95,23.44,Estadual,Capital,18.15,12.05
2019,25.13,1.04,0.29,Urbana,196866,13.97,SP,São Paulo,5.14,5.95,23.44,Estadual,Capital,18.15,12.05
2019,23.81,0.91,0.43,Rural,9800,14.49,SP,São Paulo,5.05,9.81,22.46,Estadual,Total (Capital e Interior),16.97,11.12
2019,23.81,0.91,0.43,Rural,9800,14.49,SP,São Paulo,5.05,9.81,22.46,Estadual,Interior,16.97,11.12
2019,25.56,1.34,0.21,Total (Urbana e Rural),423644,11.61,SP,São Paulo,5.24,5.07,20.92,Municipal,Total (Capital e Interior),20.52,14.78
2019,24.57,0.84,0.36,Total (Urbana e Rural),79994,15.15,SP,São Paulo,5.07,7.06,24.36,Municipal,Capital,16.94,10.71
2019,24.57,0.84,0.36,Urbana,79994,15.15,SP,São Paulo,5.07,7.06,24.36,Municipal,Capital,16.94,10.71
2019,25.99,1.33,0.23,Urbana,875069,10.67,SP,São Paulo,5.27,4.69,20.06,Total (Estadual e Municipal),Interior,21.59,15.44
2019,25.99,1.34,0.23,Urbana,876884,10.65,SP,São Paulo,5.27,4.68,20.04,"Total (Federal, Estadual e Municipal)",Interior,21.6,15.47
2019,22.84,3.95,0.15,Total (Urbana e Rural),306314,8.98,PR,Paraná,5.45,4.26,16.71,"Total (Federal, Estadual, Municipal e Privada)",Total (Capital e Interior),21.4,21.7
2019,23.74,3.02,0.15,Urbana,248703,9.5,PR,Paraná,5.39,4.46,17.65,"Total (Federal, Estadual, Municipal e Privada)",Interior,21.46,20.02
2019,22.81,0.81,0.52,Rural,15841,16.38,PR,Paraná,4.97,10.99,23.96,"Total (Federal, Estadual, Municipal e Privada)",Total (Capital e Interior),15.17,9.38
2019,22.81,0.81,0.52,Rural,15841,16.38,PR,Paraná,4.97,10.99,23.96,"Total (Federal, Estadual, Municipal e Privada)",Interior,15.17,9.38
2019,25.13,1.48,0.22,Total (Urbana e Rural),180001,10.26,PR,Paraná,5.3,5.16,18.75,Estadual,Total (Capital e Interior),22.08,16.92
2019,25.33,1.28,0.23,Total (Urbana e Rural),155635,11.03,PR,Paraná,5.25,5.69,19.67,Estadual,Interior,21.36,15.42
2019,25.52,1.32,0.21,Urbana,146627,10.65,PR,Paraná,5.27,5.26,19.39,Estadual,Interior,21.81,15.86
2019,22.16,0.6,0.63,Rural,9008,17.36,PR,Paraná,4.9,12.84,24.44,Estadual,Total (Capital e Interior),13.83,8.13
2019,22.16,0.6,0.63,Rural,9008,17.36,PR,Paraná,4.9,12.84,24.44,Estadual,Interior,13.83,8.13
2019,24.7,2.56,0.07,Total (Urbana e Rural),16150,7.1,PR,Paraná,5.5,2.4,15.12,Municipal,Capital,25.74,22.32
2019,26,1.19,0.13,Total (Urbana e Rural),104786,11.33,PR,Paraná,5.24,5.1,20.84,Municipal,Interior,20.96,14.44
2019,24.7,2.56,0.07,Urbana,16150,7.1,PR,Paraná,5.5,2.4,15.12,Municipal,Capital,25.74,22.32
2019,23.06,0.57,0.53,Rural,15745,16.52,PR,Paraná,4.95,11.18,24.27,Total (Estadual e Municipal),Total (Capital e Interior),14.86,8.99
2019,23.06,0.57,0.53,Rural,15745,16.52,PR,Paraná,4.95,11.18,24.27,Total (Estadual e Municipal),Interior,14.86,8.99
2019,23.07,0.57,0.53,Rural,15764,16.53,PR,Paraná,4.95,11.17,24.24,"Total (Federal, Estadual e Municipal)",Total (Capital e Interior),14.88,9.01
2019,23.07,0.57,0.53,Rural,15764,16.53,PR,Paraná,4.95,11.17,24.24,"Total (Federal, Estadual e Municipal)",Interior,14.88,9.01
2019,17.99,7.31,0.22,Total (Urbana e Rural),7913,6.49,SC,Santa Catarina,5.73,2.24,12.35,"Total (Federal, Estadual, Municipal e Privada)",Capital,21.35,32.05
2019,23.45,3.77,0.07,Total (Urbana e Rural),173471,6.11,SC,Santa Catarina,5.58,2.18,13.87,"Total (Federal, Estadual, Municipal e Privada)",Interior,25.54,25
2019,17.91,7.35,0.23,Urbana,7784,6.48,SC,Santa Catarina,5.73,2.24,12.34,"Total (Federal, Estadual, Municipal e Privada)",Capital,21.3,32.15
2019,23.22,3.93,0.07,Urbana,161607,5.93,SC,Santa Catarina,5.59,2.12,13.59,"Total (Federal, Estadual, Municipal e Privada)",Interior,25.59,25.55
2019,18.37,5.07,0.07,Total (Urbana e Rural),2472,2.21,SC,Santa Catarina,5.87,0.55,6.88,Federal,Total (Capital e Interior),30.33,36.53
2019,19.28,3.22,0.53,Rural,226,3.51,SC,Santa Catarina,5.68,0.81,13,Federal,Total (Capital e Interior),28.78,30.87
2019,19.28,3.22,0.53,Rural,226,3.51,SC,Santa Catarina,5.68,0.81,13,Federal,Interior,28.78,30.87
2019,26.65,1.32,0.23,Rural,4369,9.26,SC,Santa Catarina,5.33,3.42,18.6,Estadual,Total (Capital e Interior),24.49,16.02
2019,26.7,1.3,0.23,Rural,4350,9.26,SC,Santa Catarina,5.33,3.41,18.65,Estadual,Interior,24.45,15.98
2019,27.89,0.92,0.07,Rural,7376,9.31,SC,Santa Catarina,5.33,3.06,18.33,Municipal,Total (Capital e Interior),24.71,15.71
2019,16.82,7.25,0.07,Urbana,2263,4.76,RS,Rio Grande do Sul,5.83,1.42,9.46,Federal,Total (Capital e Interior),25.43,34.8
2019,25.25,0.86,0.47,Total (Urbana e Rural),4544,15.06,RS,Rio Grande do Sul,5.08,7.11,23.56,Municipal,Capital,16.67,11.03
2019,25.25,0.86,0.47,Urbana,4544,15.06,RS,Rio Grande do Sul,5.08,7.11,23.56,Municipal,Capital,16.67,11.03
2019,25.26,1.28,0.15,Urbana,81545,9.95,RS,Rio Grande do Sul,5.32,4.33,18.83,Municipal,Interior,23.01,17.18
2019,24.62,0.84,0.22,Rural,10693,13,RS,Rio Grande do Sul,5.14,6.93,22.94,Municipal,Total (Capital e Interior),19,12.46
2019,24.62,0.84,0.22,Rural,10693,13,RS,Rio Grande do Sul,5.14,6.93,22.94,Municipal,Interior,19,12.46
2019,9.99,18.42,0.07,Total (Urbana e Rural),2450,1.18,RS,Rio Grande do Sul,6.29,0.56,3.45,Privada,Interior,17.99,48.33
2019,9.95,18.49,0.07,Urbana,2383,1.16,RS,Rio Grande do Sul,6.3,0.56,3.43,Privada,Interior,17.93,48.41
2019,21.56,2.86,0.4,Total (Urbana e Rural),77457,14.42,MS,Mato Grosso do Sul,5.16,8.97,20.8,"Total (Federal, Estadual, Municipal e Privada)",Total (Capital e Interior),16.25,14.74
2019,21.58,1.81,0.52,Total (Urbana e Rural),53304,15.89,MS,Mato Grosso do Sul,5.05,10.7,21.61,"Total (Federal, Estadual, Municipal e Privada)",Interior,15.39,12.5
2019,22.05,1.97,0.38,Urbana,47786,15.07,MS,Mato Grosso do Sul,5.1,9.47,21.5,"Total (Federal, Estadual, Municipal e Privada)",Interior,16.13,13.43
2019,18.18,0.52,1.53,Rural,5898,22.11,MS,Mato Grosso do Sul,4.67,19.82,22.83,"Total (Federal, Estadual, Municipal e Privada)",Total (Capital e Interior),9.67,5.34
2019,17.88,0.49,1.62,Rural,5518,22.37,MS,Mato Grosso do Sul,4.65,20.51,22.5,"Total (Federal, Estadual, Municipal e Privada)",Interior,9.49,5.14
2019,14.07,7.66,0.22,Total (Urbana e Rural),349,6.51,MS,Mato Grosso do Sul,5.85,1,6.75,Federal,Total (Capital e Interior),26.04,37.74
2019,23.15,1.12,0.42,Total (Urbana e Rural),42386,15.47,MS,Mato Grosso do Sul,5.05,9.45,22.43,Estadual,Total (Capital e Interior),16.5,11.45
2019,22.68,1.02,0.52,Total (Urbana e Rural),31991,16.1,MS,Mato Grosso do Sul,5.02,10.37,22.47,Estadual,Interior,15.96,10.87
2019,23.42,1.16,0.36,Urbana,40026,15.1,MS,Mato Grosso do Sul,5.07,8.9,22.35,Estadual,Total (Capital e Interior),16.9,11.82
2019,23.01,1.06,0.45,Urbana,29677,15.63,MS,Mato Grosso do Sul,5.04,9.69,22.38,Estadual,Interior,16.47,11.31
2019,18.78,0.53,1.36,Rural,2360,21.68,MS,Mato Grosso do Sul,4.69,18.48,23.73,Estadual,Total (Capital e Interior),9.94,5.49
2019,18.76,0.54,1.38,Rural,2314,21.83,MS,Mato Grosso do Sul,4.69,18.6,23.55,Estadual,Interior,9.74,5.6
2019,22.63,0.97,0.46,Total (Urbana e Rural),31795,16.97,MS,Mato Grosso do Sul,4.98,10.97,23.4,Municipal,Total (Capital e Interior),14.83,9.77
2019,21.72,0.61,0.63,Total (Urbana e Rural),19671,18.72,MS,Mato Grosso do Sul,4.87,13.64,23.77,Municipal,Interior,13.1,7.82
2019,17.51,0.37,1.8,Rural,3321,23.06,MS,Mato Grosso do Sul,4.6,22.12,22.3,Municipal,Total (Capital e Interior),8.51,4.33
2019,16.92,0.3,1.97,Rural,2987,23.51,MS,Mato Grosso do Sul,4.56,23.49,21.81,Municipal,Interior,8.21,3.8
2019,22.32,0.87,0.56,Total (Urbana e Rural),51662,17.07,MS,Mato Grosso do Sul,4.96,11.58,22.95,Total (Estadual e Municipal),Interior,14.9,9.74
2019,18.02,0.44,1.62,Rural,5681,22.51,MS,Mato Grosso do Sul,4.64,20.66,22.87,Total (Estadual e Municipal),Total (Capital e Interior),9.09,4.8
2019,17.69,0.4,1.72,Rural,5301,22.8,MS,Mato Grosso do Sul,4.61,21.44,22.53,Total (Estadual e Municipal),Interior,8.85,4.55
2019,22.31,0.88,0.56,Total (Urbana e Rural),51773,17.05,MS,Mato Grosso do Sul,4.96,11.54,22.9,"Total (Federal, Estadual e Municipal)",Interior,14.95,9.8
2019,18.04,0.52,1.58,Rural,5752,22.23,MS,Mato Grosso do Sul,4.66,20.22,22.58,"Total (Federal, Estadual e Municipal)",Total (Capital e Interior),9.56,5.28
2019,17.72,0.49,1.68,Rural,5372,22.5,MS,Mato Grosso do Sul,4.64,20.95,22.23,"Total (Federal, Estadual e Municipal)",Interior,9.37,5.07
2019,21.21,4.34,0.23,Total (Urbana e Rural),14842,13.34,MT,Mato Grosso,5.27,7.12,20.05,"Total (Federal, Estadual, Municipal e Privada)",Capital,16.48,17.24
2019,21.23,1.72,0.4,Total (Urbana e Rural),82257,17.76,MT,Mato Grosso,4.98,11.81,23.27,"Total (Federal, Estadual, Municipal e Privada)",Interior,13.69,10.13
2019,21.22,4.39,0.23,Urbana,14554,13.21,MT,Mato Grosso,5.28,7.01,20,"Total (Federal, Estadual, Municipal e Privada)",Capital,16.54,17.39
2019,21.24,1.89,0.38,Urbana,73344,17.26,MT,Mato Grosso,5,11.38,22.92,"Total (Federal, Estadual, Municipal e Privada)",Interior,14.13,10.8
2019,21.18,0.29,0.52,Rural,9201,21.91,MT,Mato Grosso,4.74,15.42,26.12,"Total (Federal, Estadual, Municipal e Privada)",Total (Capital e Interior),10.01,4.55
2019,21.2,0.28,0.53,Rural,8913,21.88,MT,Mato Grosso,4.74,15.43,26.21,"Total (Federal, Estadual, Municipal e Privada)",Interior,9.95,4.52
2019,24.42,0.58,0.46,Rural,424,14.89,MT,Mato Grosso,5.09,7.85,23.77,Federal,Total (Capital e Interior),15.36,12.67
2019,24.42,0.58,0.46,Rural,424,14.89,MT,Mato Grosso,5.09,7.85,23.77,Federal,Interior,15.36,12.67
2019,23.89,0.87,0.36,Total (Urbana e Rural),9715,16.84,MT,Mato Grosso,4.99,9.37,24.73,Estadual,Capital,14.98,8.96
2019,21.9,0.7,0.46,Total (Urbana e Rural),53325,19.18,MT,Mato Grosso,4.87,13.06,24.58,Estadual,Interior,12.83,7.3
2019,22.35,0.76,0.43,Urbana,58552,18.51,MT,Mato Grosso,4.91,12.11,24.54,Estadual,Total (Capital e Interior),13.46,7.83
2019,23.89,0.87,0.36,Urbana,9715,16.84,MT,Mato Grosso,4.99,9.37,24.73,Estadual,Capital,14.98,8.96
2019,22.03,0.74,0.45,Urbana,48837,18.87,MT,Mato Grosso,4.89,12.69,24.5,Estadual,Interior,13.14,7.59
2019,20.58,0.22,0.57,Rural,4488,22.32,MT,Mato Grosso,4.71,16.83,25.4,Estadual,Total (Capital e Interior),9.72,4.36
2019,20.58,0.22,0.57,Rural,4488,22.32,MT,Mato Grosso,4.71,16.83,25.4,Estadual,Interior,9.72,4.36
2019,21.78,0.76,0.36,Total (Urbana e Rural),29771,18.91,MT,Mato Grosso,4.9,12.23,24.98,Municipal,Total (Capital e Interior),13.1,7.88
2019,22.97,0.72,0.15,Urbana,3185,17.18,MT,Mato Grosso,4.96,10.55,25.57,Municipal,Capital,13.75,9.11
2019,21.56,0.33,0.46,Rural,4273,22.22,MT,Mato Grosso,4.74,14.59,27.27,Municipal,Total (Capital e Interior),9.74,3.83
2019,21.63,0.33,0.49,Rural,3985,22.14,MT,Mato Grosso,4.73,14.57,27.54,Municipal,Interior,9.59,3.71
2019,13.73,13.9,0.02,Total (Urbana e Rural),2756,2.94,MT,Mato Grosso,6.07,0.57,7.07,Privada,Total (Capital e Interior),21.66,40.12
2019,13.72,13.91,0.02,Urbana,2740,2.95,MT,Mato Grosso,6.07,0.57,7.07,Privada,Total (Capital e Interior),21.65,40.11
2019,22.09,0.74,0.42,Total (Urbana e Rural),92811,18.83,MT,Mato Grosso,4.89,12.39,24.72,Total (Estadual e Municipal),Total (Capital e Interior),13.16,7.66
2019,23.69,0.84,0.32,Urbana,12900,16.91,MT,Mato Grosso,4.98,9.62,24.91,Total (Estadual e Municipal),Capital,14.71,8.99
2019,21.92,0.78,0.43,Urbana,71150,18.75,MT,Mato Grosso,4.9,12.48,24.48,Total (Estadual e Municipal),Interior,13.3,7.86
2019,21.03,0.28,0.52,Rural,8761,22.27,MT,Mato Grosso,4.72,15.8,26.26,Total (Estadual e Municipal),Total (Capital e Interior),9.73,4.11
2019,21.05,0.27,0.53,Rural,8473,22.24,MT,Mato Grosso,4.72,15.82,26.35,Total (Estadual e Municipal),Interior,9.66,4.07
2019,21.9,0.72,0.43,Total (Urbana e Rural),80847,19.04,MT,Mato Grosso,4.88,12.73,24.63,"Total (Federal, Estadual e Municipal)",Interior,12.99,7.57
2019,22.27,0.79,0.4,Urbana,85158,18.34,MT,Mato Grosso,4.92,11.89,24.46,"Total (Federal, Estadual e Municipal)",Total (Capital e Interior),13.63,8.22
2019,21.99,0.77,0.42,Urbana,71950,18.66,MT,Mato Grosso,4.9,12.37,24.42,"Total (Federal, Estadual e Municipal)",Interior,13.39,7.97
2019,21.18,0.29,0.52,Rural,9185,21.95,MT,Mato Grosso,4.74,15.44,26.15,"Total (Federal, Estadual e Municipal)",Total (Capital e Interior),9.98,4.49
2019,21.2,0.29,0.53,Rural,8897,21.91,MT,Mato Grosso,4.74,15.46,26.24,"Total (Federal, Estadual e Municipal)",Interior,9.92,4.46
2019,23.45,2.38,0.55,Total (Urbana e Rural),180722,13.42,GO,Goiás,5.16,7.86,21.28,"Total (Federal, Estadual, Municipal e Privada)",Total (Capital e Interior),17.01,14.05
2019,24.01,1.48,0.62,Total (Urbana e Rural),153441,14.42,GO,Goiás,5.08,8.56,22.54,"Total (Federal, Estadual, Municipal e Privada)",Interior,16.5,11.88
2019,23.51,2.44,0.52,Urbana,174698,13.26,GO,Goiás,5.18,7.66,21.15,"Total (Federal, Estadual, Municipal e Privada)",Total (Capital e Interior),17.19,14.26
2019,24.11,1.51,0.59,Urbana,147417,14.26,GO,Goiás,5.1,8.34,22.43,"Total (Federal, Estadual, Municipal e Privada)",Interior,16.71,12.06
2019,21.65,0.59,1.45,Rural,6024,18.32,GO,Goiás,4.81,14.18,25.33,"Total (Federal, Estadual, Municipal e Privada)",Total (Capital e Interior),11.26,7.22
2019,21.65,0.59,1.45,Rural,6024,18.32,GO,Goiás,4.81,14.18,25.33,"Total (Federal, Estadual, Municipal e Privada)",Interior,11.26,7.22
2019,25.42,1.67,0.9,Total (Urbana e Rural),1377,9.09,GO,Goiás,5.31,3.79,20.23,Federal,Total (Capital e Interior),22.77,16.14
2019,24.84,1.38,1.24,Total (Urbana e Rural),1100,10.72,GO,Goiás,5.21,4.46,22.38,Federal,Interior,20.99,13.99
2019,26.43,1.91,0.93,Urbana,932,8.31,GO,Goiás,5.35,3.58,18.63,Federal,Total (Capital e Interior),23.66,16.55
2019,26.14,1.62,1.48,Urbana,655,10.33,GO,Goiás,5.22,4.48,20.96,Federal,Interior,21.46,13.52
2019,22.37,0.92,0.8,Rural,445,11.45,GO,Goiás,5.2,4.4,25.06,Federal,Total (Capital e Interior),20.11,14.89
